mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
-0.068,0.868,-1.633,1.634,0.01,0.014,7029.0,3039.0,1.0
0.322,0.947,-1.553,2.015,0.012,0.014,6220.0,3518.0,1.0
0.264,0.934,-1.427,2.068,0.012,0.014,6226.0,3092.0,1.0
0.075,0.919,-1.604,1.81,0.011,0.015,7144.0,2997.0,1.0
0.023,0.901,-1.7,1.683,0.011,0.015,7051.0,3356.0,1.0
-0.093,0.892,-1.705,1.62,0.011,0.014,6969.0,3546.0,1.0
0.116,0.917,-1.697,1.765,0.011,0.015,7169.0,2984.0,1.0
-0.207,0.919,-1.831,1.596,0.011,0.015,6462.0,3170.0,1.0
-0.024,0.908,-1.743,1.684,0.01,0.015,7901.0,3097.0,1.0
-0.192,0.905,-1.908,1.525,0.01,0.016,7966.0,2727.0,1.0
-0.639,1.066,-2.556,1.406,0.022,0.016,2328.0,3249.0,1.0
0.299,0.949,-1.698,1.941,0.012,0.014,6631.0,3420.0,1.0
-0.495,0.981,-2.217,1.47,0.015,0.014,4193.0,3288.0,1.0
0.086,0.918,-1.563,1.905,0.01,0.015,8213.0,3392.0,1.0
-0.469,0.983,-2.083,1.622,0.015,0.014,4579.0,3112.0,1.0
-0.137,0.907,-1.794,1.587,0.01,0.016,7916.0,3157.0,1.0
0.015,0.893,-1.64,1.665,0.011,0.014,7249.0,3124.0,1.0
0.094,0.931,-1.694,1.81,0.01,0.016,8045.0,2906.0,1.0
0.249,0.929,-1.505,1.968,0.012,0.015,6021.0,2974.0,1.0
0.197,0.9,-1.622,1.792,0.01,0.014,8038.0,3314.0,1.0
0.414,0.964,-1.398,2.17,0.012,0.014,5869.0,3321.0,1.0
-0.169,0.896,-1.821,1.512,0.011,0.014,6281.0,3220.0,1.0
0.311,0.948,-1.416,2.14,0.012,0.015,6284.0,3245.0,1.0
0.009,0.945,-1.896,1.725,0.01,0.017,8197.0,2892.0,1.0
-0.003,0.916,-1.659,1.722,0.01,0.016,8042.0,2795.0,1.0
0.379,0.939,-1.322,2.212,0.013,0.014,5484.0,2912.0,1.0
0.208,0.913,-1.54,1.88,0.011,0.015,6567.0,3128.0,1.0
-0.339,0.973,-2.134,1.447,0.012,0.015,6595.0,3261.0,1.0
-0.06,0.904,-1.765,1.628,0.01,0.015,8654.0,3403.0,1.0
0.103,0.931,-1.579,1.896,0.012,0.015,6466.0,3384.0,1.0
-0.36,0.979,-2.085,1.628,0.014,0.014,5187.0,3404.0,1.0
-0.025,0.923,-1.783,1.64,0.011,0.017,7554.0,2724.0,1.0
-0.088,0.918,-1.744,1.682,0.01,0.015,7941.0,3176.0,1.0
0.305,0.927,-1.393,2.092,0.012,0.014,6085.0,3271.0,1.0
0.226,0.942,-1.539,2.04,0.011,0.015,6966.0,2558.0,1.0
0.045,0.898,-1.683,1.706,0.01,0.015,7621.0,2838.0,1.0
-0.008,0.937,-1.735,1.778,0.011,0.016,6860.0,3100.0,1.0
-0.098,0.957,-1.88,1.776,0.01,0.017,8431.0,3118.0,1.0
0.103,0.887,-1.632,1.681,0.011,0.015,6349.0,3043.0,1.0
-0.224,0.922,-1.938,1.571,0.01,0.015,7847.0,3199.0,1.0
-0.058,0.912,-1.874,1.621,0.011,0.016,7438.0,3370.0,1.0
-0.2,0.946,-2.056,1.527,0.011,0.015,6862.0,3627.0,1.0
-0.507,1.087,-2.451,1.547,0.021,0.017,2612.0,2774.0,1.0
0.274,0.922,-1.52,1.992,0.012,0.015,6336.0,3257.0,1.0
-0.437,1.04,-2.433,1.436,0.016,0.016,4123.0,2943.0,1.0
0.076,0.929,-1.7,1.792,0.01,0.016,8248.0,3198.0,1.0
-0.416,1.015,-2.319,1.456,0.014,0.016,4888.0,3328.0,1.0
-0.159,0.943,-1.886,1.625,0.011,0.017,7560.0,2996.0,1.0
-0.011,0.925,-1.673,1.841,0.01,0.016,9007.0,2983.0,1.0
0.079,0.913,-1.679,1.793,0.011,0.015,6364.0,3022.0,1.0
0.215,0.905,-1.546,1.858,0.011,0.015,6624.0,2944.0,1.0
0.168,0.933,-1.542,1.981,0.01,0.015,8278.0,3176.0,1.0
0.37,0.94,-1.622,1.92,0.012,0.014,5676.0,3422.0,1.0
-0.187,0.923,-1.815,1.596,0.01,0.016,7912.0,3184.0,1.0
0.319,0.934,-1.554,2.019,0.011,0.015,6706.0,3105.0,1.0
0.324,0.219,0.001,0.709,0.003,0.002,4639.0,2947.0,1.0
0.326,0.221,0.001,0.717,0.003,0.002,4041.0,2431.0,1.0
0.303,0.227,0.0,0.712,0.004,0.003,2495.0,2822.0,1.0
0.307,0.216,0.001,0.703,0.004,0.003,3008.0,3109.0,1.0
0.365,0.237,0.001,0.78,0.005,0.003,2395.0,2931.0,1.0
0.333,0.224,0.0,0.726,0.003,0.002,4246.0,2476.0,1.0
0.323,0.221,0.0,0.715,0.004,0.003,3511.0,3045.0,1.0
0.371,0.246,0.0,0.786,0.006,0.004,1891.0,2674.0,1.0
0.33,0.221,0.0,0.713,0.003,0.002,4569.0,2991.0,1.0
0.337,0.221,0.001,0.725,0.003,0.003,3770.0,2921.0,1.0
0.308,0.224,0.0,0.716,0.004,0.003,3046.0,2740.0,1.0
0.315,0.223,0.0,0.728,0.004,0.003,3433.0,2617.0,1.0
0.329,0.22,0.0,0.713,0.003,0.002,3965.0,2991.0,1.0
0.322,0.218,0.001,0.712,0.003,0.003,3564.0,2680.0,1.0
0.338,0.219,0.0,0.72,0.003,0.002,3795.0,2399.0,1.0
0.327,0.222,0.0,0.725,0.003,0.003,4044.0,3066.0,1.0
0.348,0.227,0.002,0.745,0.004,0.003,3626.0,2646.0,1.0
0.336,0.217,0.0,0.712,0.003,0.002,4439.0,2900.0,1.0
0.348,0.226,0.0,0.744,0.003,0.003,3931.0,3025.0,1.0
0.39,0.278,0.0,0.845,0.009,0.006,1011.0,2098.0,1.0
0.313,0.223,0.0,0.717,0.004,0.003,2688.0,2753.0,1.0
0.38,0.255,0.001,0.807,0.007,0.005,1551.0,2691.0,1.0
0.324,0.22,0.0,0.712,0.004,0.003,3586.0,2850.0,1.0
0.374,0.252,0.0,0.795,0.006,0.004,1903.0,2765.0,1.0
0.347,0.225,0.0,0.746,0.003,0.002,4059.0,2735.0,1.0
0.329,0.216,0.0,0.702,0.003,0.002,4679.0,2466.0,1.0
0.323,0.222,0.0,0.729,0.003,0.002,4079.0,2571.0,1.0
0.308,0.226,0.001,0.717,0.004,0.003,3439.0,2936.0,1.0
0.318,0.225,0.002,0.735,0.004,0.003,3632.0,3068.0,1.0
0.306,0.232,0.0,0.743,0.004,0.003,3119.0,2993.0,1.0
0.348,0.225,0.0,0.736,0.003,0.002,3981.0,2749.0,1.0
0.313,0.23,0.0,0.74,0.004,0.003,2959.0,3083.0,1.0
0.338,0.224,0.0,0.735,0.003,0.002,3941.0,2770.0,1.0
0.332,0.223,0.0,0.721,0.004,0.003,3707.0,2915.0,1.0
0.331,0.237,0.0,0.753,0.004,0.003,2612.0,2558.0,1.0
0.332,0.227,0.0,0.733,0.004,0.003,2886.0,2515.0,1.0
0.338,0.234,0.0,0.752,0.005,0.003,2270.0,2284.0,1.0
0.333,0.223,0.001,0.733,0.003,0.002,4321.0,2970.0,1.0
0.331,0.227,0.001,0.727,0.004,0.003,3743.0,2815.0,1.0
0.338,0.237,0.0,0.751,0.006,0.004,1949.0,3147.0,1.0
0.335,0.226,0.0,0.737,0.003,0.002,4392.0,3018.0,1.0
0.334,0.22,0.0,0.722,0.003,0.002,3648.0,2550.0,1.0
0.329,0.234,0.0,0.761,0.004,0.003,3365.0,2789.0,1.0
0.331,0.229,0.0,0.737,0.004,0.003,3142.0,2996.0,1.0
0.329,0.225,0.0,0.724,0.003,0.002,3702.0,2128.0,1.0
0.34,0.221,0.001,0.741,0.003,0.002,4136.0,3104.0,1.0
0.331,0.218,0.001,0.715,0.003,0.002,4741.0,2880.0,1.0
0.331,0.224,0.0,0.735,0.003,0.002,4166.0,3158.0,1.0
0.333,0.225,0.0,0.73,0.004,0.003,3440.0,2379.0,1.0
0.33,0.221,0.0,0.72,0.003,0.002,3949.0,3034.0,1.0
0.34,0.226,0.0,0.731,0.003,0.002,4081.0,2896.0,1.0
0.342,0.271,0.0,0.823,0.008,0.006,1196.0,1793.0,1.0
0.336,0.233,0.001,0.747,0.004,0.003,2909.0,2681.0,1.0
0.331,0.246,0.0,0.779,0.007,0.005,1525.0,2401.0,1.0
0.333,0.226,0.0,0.724,0.003,0.002,4112.0,2721.0,1.0
0.337,0.246,0.0,0.781,0.006,0.004,1923.0,2534.0,1.0
0.33,0.224,0.001,0.721,0.003,0.003,3656.0,2697.0,1.0
0.331,0.22,0.001,0.722,0.003,0.002,3759.0,2753.0,1.0
0.335,0.221,0.0,0.726,0.004,0.003,3740.0,3218.0,1.0
0.339,0.233,0.0,0.75,0.004,0.003,3564.0,2635.0,1.0
0.331,0.231,0.0,0.744,0.004,0.003,3660.0,2945.0,1.0
0.33,0.237,0.0,0.754,0.004,0.003,3238.0,2556.0,1.0
0.336,0.219,0.0,0.732,0.003,0.003,3683.0,2618.0,1.0
0.327,0.236,0.0,0.76,0.004,0.003,2981.0,3104.0,1.0
0.338,0.222,0.0,0.722,0.003,0.002,4651.0,2599.0,1.0
0.342,0.225,0.001,0.743,0.003,0.003,3914.0,2861.0,1.0
0.366,0.242,0.0,0.787,0.005,0.003,2610.0,2705.0,1.0
0.361,0.235,0.0,0.761,0.004,0.003,3281.0,2945.0,1.0
0.298,0.223,0.0,0.697,0.005,0.003,2399.0,2796.0,1.0
0.334,0.223,0.0,0.727,0.003,0.002,3997.0,2757.0,1.0
0.346,0.227,0.0,0.744,0.003,0.002,3909.0,2919.0,1.0
0.291,0.226,0.0,0.718,0.005,0.004,2022.0,2549.0,1.0
0.335,0.226,0.0,0.735,0.003,0.003,4505.0,3010.0,1.0
0.328,0.221,0.0,0.723,0.003,0.003,3774.0,2977.0,1.0
0.363,0.238,0.0,0.775,0.004,0.003,3675.0,2710.0,1.0
0.354,0.233,0.0,0.758,0.004,0.003,3609.0,3138.0,1.0
0.342,0.22,0.001,0.728,0.003,0.003,3669.0,2958.0,1.0
0.338,0.222,0.0,0.722,0.003,0.002,4167.0,2604.0,1.0
0.331,0.224,0.0,0.726,0.003,0.002,4164.0,2535.0,1.0
0.342,0.226,0.0,0.739,0.003,0.003,3869.0,2547.0,1.0
0.318,0.222,0.0,0.715,0.004,0.003,3694.0,2919.0,1.0
0.334,0.221,0.001,0.715,0.003,0.002,3870.0,2490.0,1.0
0.312,0.218,0.0,0.701,0.004,0.003,3494.0,2768.0,1.0
0.268,0.24,0.0,0.746,0.007,0.005,1340.0,2269.0,1.0
0.352,0.232,0.001,0.749,0.004,0.003,3207.0,2782.0,1.0
0.289,0.234,0.0,0.741,0.006,0.004,1642.0,2688.0,1.0
0.343,0.228,0.0,0.741,0.004,0.003,3517.0,2640.0,1.0
0.289,0.225,0.001,0.718,0.005,0.004,1850.0,2835.0,1.0
0.322,0.223,0.0,0.717,0.004,0.003,3582.0,2606.0,1.0
0.34,0.221,0.001,0.723,0.003,0.002,4096.0,2813.0,1.0
0.342,0.227,0.001,0.74,0.004,0.003,3625.0,2969.0,1.0
0.353,0.233,0.0,0.757,0.004,0.003,3346.0,2405.0,1.0
0.351,0.23,0.0,0.759,0.004,0.003,3768.0,2531.0,1.0
0.365,0.246,0.0,0.784,0.004,0.003,2944.0,2455.0,1.0
0.316,0.215,0.0,0.691,0.003,0.002,3654.0,2790.0,1.0
0.36,0.242,0.0,0.771,0.004,0.003,2845.0,3296.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,5827.0,2990.0,1.0
0.031,0.031,0.0,0.088,0.0,0.0,4760.0,2125.0,1.0
0.028,0.029,0.0,0.081,0.0,0.0,3314.0,2588.0,1.0
0.029,0.028,0.0,0.08,0.0,0.0,4226.0,2818.0,1.0
0.034,0.032,0.0,0.091,0.001,0.0,3093.0,2764.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,4874.0,2242.0,1.0
0.03,0.028,0.0,0.08,0.0,0.0,4381.0,2753.0,1.0
0.034,0.032,0.0,0.094,0.001,0.0,2513.0,2417.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,5948.0,2833.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,4638.0,2872.0,1.0
0.029,0.028,0.0,0.08,0.0,0.0,4104.0,2617.0,1.0
0.029,0.029,0.0,0.081,0.0,0.0,4422.0,2637.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,5147.0,2895.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4823.0,2348.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,5026.0,2183.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4917.0,2949.0,1.0
0.033,0.03,0.0,0.088,0.0,0.0,4524.0,2843.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5578.0,2689.0,1.0
0.033,0.03,0.0,0.089,0.0,0.0,4647.0,3075.0,1.0
0.037,0.036,0.0,0.103,0.001,0.001,1440.0,2157.0,1.0
0.029,0.028,0.0,0.08,0.0,0.0,3470.0,2537.0,1.0
0.036,0.034,0.0,0.099,0.001,0.001,2067.0,2407.0,1.0
0.03,0.029,0.0,0.081,0.0,0.0,4402.0,2970.0,1.0
0.035,0.034,0.0,0.099,0.001,0.0,2557.0,2582.0,1.0
0.033,0.03,0.0,0.089,0.0,0.0,4780.0,2788.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5050.0,2341.0,1.0
0.03,0.028,0.0,0.083,0.0,0.0,4491.0,2343.0,1.0
0.029,0.029,0.0,0.08,0.0,0.0,4428.0,2700.0,1.0
0.03,0.028,0.0,0.082,0.0,0.0,4642.0,3036.0,1.0
0.028,0.029,0.0,0.079,0.0,0.0,4227.0,2549.0,1.0
0.033,0.03,0.0,0.089,0.0,0.0,4819.0,2615.0,1.0
0.029,0.029,0.0,0.081,0.001,0.0,2757.0,2939.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5208.0,2759.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4439.0,2976.0,1.0
0.031,0.031,0.0,0.087,0.0,0.0,3437.0,2381.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,3574.0,2441.0,1.0
0.032,0.03,0.0,0.088,0.0,0.0,2928.0,2121.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5311.0,2522.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,4235.0,2334.0,1.0
0.032,0.03,0.0,0.087,0.001,0.0,2353.0,2751.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4967.0,3016.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,4859.0,2392.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3972.0,2469.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,3734.0,2474.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,4367.0,2012.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,5096.0,2528.0,1.0
0.031,0.028,0.0,0.082,0.0,0.0,5068.0,2523.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,5041.0,3085.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4314.0,2188.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4681.0,2900.0,1.0
0.032,0.03,0.0,0.085,0.0,0.0,4826.0,2366.0,1.0
0.032,0.034,0.0,0.096,0.001,0.001,1615.0,3165.0,1.0
0.032,0.03,0.0,0.089,0.0,0.0,4005.0,2212.0,1.0
0.031,0.031,0.0,0.089,0.001,0.0,2310.0,2808.0,1.0
0.031,0.03,0.0,0.085,0.0,0.0,4791.0,2349.0,1.0
0.032,0.033,0.0,0.092,0.001,0.0,2519.0,2549.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4740.0,2436.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4797.0,2357.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5216.0,2822.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,4920.0,2696.0,1.0
0.032,0.031,0.0,0.087,0.0,0.0,4822.0,2645.0,1.0
0.031,0.031,0.0,0.087,0.0,0.0,4369.0,2390.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,5165.0,2619.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3274.0,2825.0,1.0
0.032,0.029,0.0,0.084,0.0,0.0,5245.0,2479.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,5160.0,2564.0,1.0
0.034,0.032,0.0,0.093,0.001,0.0,3657.0,2948.0,1.0
0.034,0.03,0.0,0.088,0.0,0.0,4403.0,2575.0,1.0
0.028,0.029,0.0,0.082,0.0,0.0,3489.0,2730.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5155.0,2611.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,4851.0,2679.0,1.0
0.028,0.029,0.0,0.081,0.0,0.0,3108.0,2446.0,1.0
0.031,0.03,0.0,0.084,0.0,0.0,5669.0,2744.0,1.0
0.031,0.03,0.0,0.085,0.0,0.0,5164.0,2368.0,1.0
0.034,0.032,0.0,0.091,0.0,0.0,4401.0,2493.0,1.0
0.033,0.031,0.0,0.09,0.0,0.0,4470.0,2649.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,4540.0,2717.0,1.0
0.032,0.03,0.0,0.085,0.0,0.0,5119.0,2602.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,5166.0,2476.0,1.0
0.032,0.03,0.0,0.088,0.0,0.0,4690.0,2330.0,1.0
0.03,0.029,0.0,0.085,0.0,0.0,4757.0,2635.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4357.0,2203.0,1.0
0.029,0.028,0.0,0.08,0.0,0.0,4102.0,2723.0,1.0
0.025,0.029,0.0,0.078,0.001,0.0,1835.0,2555.0,1.0
0.033,0.03,0.0,0.088,0.0,0.0,3697.0,2738.0,1.0
0.028,0.03,0.0,0.083,0.001,0.0,2135.0,2752.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,4558.0,2843.0,1.0
0.027,0.028,0.0,0.078,0.001,0.0,2813.0,2852.0,1.0
0.03,0.028,0.0,0.081,0.0,0.0,4608.0,2532.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,5646.0,2483.0,1.0
0.032,0.031,0.0,0.089,0.0,0.0,4028.0,2574.0,1.0
0.033,0.031,0.0,0.093,0.0,0.0,3538.0,1902.0,1.0
0.033,0.03,0.0,0.089,0.0,0.0,4971.0,2440.0,1.0
0.034,0.032,0.0,0.093,0.0,0.0,3638.0,2492.0,1.0
0.03,0.028,0.0,0.08,0.0,0.0,4442.0,2858.0,1.0
0.033,0.032,0.0,0.093,0.001,0.0,2655.0,3129.0,1.0
0.047,0.13,-0.195,0.288,0.002,0.002,4444.0,3680.0,1.0
0.033,0.126,-0.206,0.26,0.002,0.002,4522.0,3671.0,1.0
0.274,0.123,0.051,0.507,0.002,0.001,4061.0,3724.0,1.0
0.171,0.122,-0.059,0.395,0.002,0.001,4595.0,3814.0,1.0
-0.271,0.144,-0.547,-0.002,0.002,0.002,4328.0,3851.0,1.0
-0.005,0.138,-0.262,0.248,0.002,0.002,4260.0,3351.0,1.0
0.1,0.123,-0.118,0.348,0.002,0.001,4081.0,3525.0,1.0
-0.312,0.146,-0.603,-0.055,0.002,0.002,3903.0,3959.0,1.0
0.007,0.138,-0.253,0.278,0.002,0.002,4324.0,3620.0,1.0
-0.036,0.128,-0.287,0.206,0.002,0.001,4088.0,3931.0,1.0
0.224,0.129,-0.031,0.451,0.002,0.002,4169.0,4136.0,1.0
0.174,0.122,-0.05,0.414,0.002,0.001,4075.0,3584.0,1.0
0.064,0.122,-0.15,0.309,0.002,0.001,4189.0,3850.0,1.0
0.031,0.127,-0.214,0.26,0.002,0.002,3857.0,3779.0,1.0
-0.037,0.13,-0.279,0.205,0.002,0.002,3601.0,3626.0,1.0
0.092,0.128,-0.144,0.334,0.002,0.001,4430.0,3722.0,1.0
-0.138,0.142,-0.399,0.136,0.002,0.002,4279.0,3790.0,1.0
-0.008,0.128,-0.231,0.239,0.002,0.001,4129.0,3794.0,1.0
-0.122,0.134,-0.38,0.124,0.002,0.001,4237.0,3865.0,1.0
-0.553,0.175,-0.872,-0.216,0.003,0.002,3725.0,3726.0,1.0
0.203,0.125,-0.047,0.426,0.002,0.001,3782.0,3676.0,1.0
-0.39,0.152,-0.682,-0.112,0.002,0.002,3998.0,3723.0,1.0
0.083,0.124,-0.162,0.305,0.002,0.001,4218.0,3650.0,1.0
-0.361,0.156,-0.67,-0.087,0.003,0.002,3884.0,3796.0,1.0
-0.085,0.132,-0.334,0.166,0.002,0.002,4296.0,3147.0,1.0
0.025,0.133,-0.218,0.276,0.002,0.002,4394.0,3642.0,1.0
0.073,0.124,-0.16,0.305,0.002,0.001,4501.0,3840.0,1.0
0.173,0.126,-0.067,0.409,0.002,0.001,3741.0,3873.0,1.0
0.143,0.125,-0.075,0.385,0.002,0.001,4500.0,3746.0,1.0
0.274,0.126,0.045,0.519,0.002,0.001,4377.0,3915.0,1.0
-0.102,0.142,-0.382,0.151,0.002,0.002,4479.0,3928.0,1.0
0.228,0.123,0.003,0.46,0.002,0.001,4468.0,3937.0,1.0
0.05,0.602,-1.074,1.15,0.009,0.01,4587.0,2875.0,1.0
0.036,0.601,-1.067,1.16,0.009,0.01,4615.0,2857.0,1.0
0.276,0.6,-0.829,1.392,0.009,0.009,4592.0,3114.0,1.0
0.173,0.601,-0.911,1.315,0.009,0.009,4662.0,3018.0,1.0
-0.269,0.605,-1.419,0.816,0.009,0.009,4522.0,3189.0,1.0
-0.003,0.605,-1.143,1.103,0.009,0.01,4636.0,3104.0,1.0
0.102,0.601,-0.983,1.234,0.009,0.009,4547.0,3076.0,1.0
-0.31,0.605,-1.431,0.816,0.009,0.009,4653.0,3039.0,1.0
0.009,0.605,-1.076,1.138,0.009,0.01,4582.0,2919.0,1.0
-0.034,0.602,-1.156,1.086,0.009,0.009,4428.0,2907.0,1.0
0.226,0.601,-0.898,1.313,0.009,0.009,4517.0,2931.0,1.0
0.176,0.6,-0.955,1.273,0.009,0.009,4568.0,2993.0,1.0
0.066,0.597,-1.067,1.127,0.009,0.009,4588.0,3051.0,1.0
0.033,0.602,-1.103,1.128,0.009,0.009,4628.0,2785.0,1.0
-0.035,0.602,-1.136,1.086,0.009,0.009,4562.0,2977.0,1.0
0.094,0.598,-0.971,1.245,0.009,0.009,4523.0,2935.0,1.0
-0.136,0.605,-1.256,0.98,0.009,0.009,4635.0,2951.0,1.0
-0.006,0.6,-1.117,1.126,0.009,0.009,4515.0,3027.0,1.0
-0.119,0.604,-1.186,1.057,0.009,0.009,4528.0,2914.0,1.0
-0.551,0.613,-1.682,0.601,0.009,0.007,4463.0,3131.0,1.0
0.205,0.6,-0.916,1.292,0.009,0.009,4494.0,3007.0,1.0
-0.388,0.613,-1.567,0.691,0.009,0.008,4534.0,2889.0,1.0
0.085,0.6,-1.002,1.217,0.009,0.009,4599.0,2827.0,1.0
-0.359,0.61,-1.518,0.731,0.009,0.008,4483.0,2988.0,1.0
-0.083,0.601,-1.187,1.041,0.009,0.009,4603.0,2962.0,1.0
0.027,0.6,-1.076,1.111,0.009,0.009,4603.0,3134.0,1.0
0.076,0.597,-0.987,1.196,0.009,0.009,4638.0,3164.0,1.0
0.175,0.599,-0.982,1.267,0.009,0.009,4556.0,3111.0,1.0
0.145,0.602,-0.973,1.27,0.009,0.009,4620.0,2840.0,1.0
0.276,0.599,-0.85,1.367,0.009,0.009,4508.0,2837.0,1.0
-0.1,0.604,-1.201,1.046,0.009,0.009,4559.0,2744.0,1.0
0.231,0.601,-0.868,1.343,0.009,0.009,4573.0,3153.0,1.0
0.024,0.71,-1.292,1.333,0.012,0.011,3470.0,3085.0,1.0
0.021,0.719,-1.296,1.379,0.012,0.011,3552.0,3141.0,1.0
0.16,0.731,-1.155,1.604,0.012,0.01,3749.0,2892.0,1.0
0.098,0.721,-1.276,1.45,0.012,0.011,3336.0,2844.0,1.0
-0.148,0.757,-1.498,1.305,0.015,0.011,2516.0,2759.0,1.0
