Date,Week,home_team,home_pts,away_team,away_pts,tie
2024-10-27 00:00:00,8,WAS,,CHI,,False
2024-10-27 00:00:00,8,LV,,KC,,False
2024-10-27 00:00:00,8,SF,,DAL,,False
2024-10-28 00:00:00,8,PIT,,NYG,,False
2024-10-31 00:00:00,9,NYJ,,HST,,False
2024-11-03 00:00:00,9,ATL,,DAL,,False
2024-11-03 00:00:00,9,BLT,,DEN,,False
2024-11-03 00:00:00,9,BUF,,MIA,,False
2024-11-03 00:00:00,9,CAR,,NO,,False
2024-11-03 00:00:00,9,TEN,,NE,,False
2024-11-03 00:00:00,9,CIN,,LV,,False
2024-11-03 00:00:00,9,CLV,,LAC,,False
2024-11-03 00:00:00,9,NYG,,WAS,,False
2024-11-03 00:00:00,9,ARZ,,CHI,,False
2024-11-03 00:00:00,9,PHI,,JAX,,False
2024-11-03 00:00:00,9,GB,,DET,,False
2024-11-03 00:00:00,9,SEA,,LAR,,False
2024-11-03 00:00:00,9,MIN,,IND,,False
2024-11-04 00:00:00,9,KC,,TB,,False
2024-11-07 00:00:00,10,BLT,,CIN,,False
2024-11-10 00:00:00,10,CAR,,NYG,,False
2024-11-10 00:00:00,10,NO,,ATL,,False
2024-11-10 00:00:00,10,IND,,BUF,,False
2024-11-10 00:00:00,10,KC,,DEN,,False
2024-11-10 00:00:00,10,JAX,,MIN,,False
2024-11-10 00:00:00,10,CHI,,NE,,False
2024-11-10 00:00:00,10,WAS,,PIT,,False
2024-11-10 00:00:00,10,TB,,SF,,False
2024-11-10 00:00:00,10,LAC,,TEN,,False
2024-11-10 00:00:00,10,ARZ,,NYJ,,False
2024-11-10 00:00:00,10,DAL,,PHI,,False
2024-11-10 00:00:00,10,HST,,DET,,False
2024-11-11 00:00:00,10,LAR,,MIA,,False
2024-11-14 00:00:00,11,PHI,,WAS,,False
2024-11-17 00:00:00,11,NO,,CLV,,False
2024-11-17 00:00:00,11,CHI,,GB,,False
2024-11-17 00:00:00,11,DET,,JAX,,False
2024-11-17 00:00:00,11,TEN,,MIN,,False
2024-11-17 00:00:00,11,MIA,,LV,,False
2024-11-17 00:00:00,11,NE,,LAR,,False
2024-11-17 00:00:00,11,PIT,,BLT,,False
2024-11-17 00:00:00,11,DEN,,ATL,,False
2024-11-17 00:00:00,11,SF,,SEA,,False
2024-11-17 00:00:00,11,LAC,,CIN,,False
2024-11-17 00:00:00,11,BUF,,KC,,False
2024-11-17 00:00:00,11,NYJ,,IND,,False
2024-11-18 00:00:00,11,DAL,,HST,,False
2024-11-21 00:00:00,12,CLV,,PIT,,False
2024-11-24 00:00:00,12,WAS,,DAL,,False
2024-11-24 00:00:00,12,IND,,DET,,False
2024-11-24 00:00:00,12,CAR,,KC,,False
2024-11-24 00:00:00,12,CHI,,MIN,,False
2024-11-24 00:00:00,12,MIA,,NE,,False
2024-11-24 00:00:00,12,HST,,TEN,,False
2024-11-24 00:00:00,12,NYG,,TB,,False
2024-11-24 00:00:00,12,LV,,DEN,,False
2024-11-24 00:00:00,12,SEA,,ARZ,,False
2024-11-24 00:00:00,12,GB,,SF,,False
2024-11-24 00:00:00,12,LAR,,PHI,,False
2024-11-25 00:00:00,12,LAC,,BLT,,False
2024-11-28 00:00:00,13,DET,,CHI,,False
2024-11-28 00:00:00,13,DAL,,NYG,,False
2024-11-28 00:00:00,13,GB,,MIA,,False
2024-11-29 00:00:00,13,KC,,LV,,False
2024-12-01 00:00:00,13,NE,,IND,,False
2024-12-01 00:00:00,13,MIN,,ARZ,,False
2024-12-01 00:00:00,13,JAX,,HST,,False
2024-12-01 00:00:00,13,WAS,,TEN,,False
2024-12-01 00:00:00,13,CIN,,PIT,,False
2024-12-01 00:00:00,13,ATL,,LAC,,False
2024-12-01 00:00:00,13,NYJ,,SEA,,False
2024-12-01 00:00:00,13,NO,,LAR,,False
2024-12-01 00:00:00,13,CAR,,TB,,False
2024-12-01 00:00:00,13,BLT,,PHI,,False
2024-12-01 00:00:00,13,BUF,,SF,,False
2024-12-02 00:00:00,13,DEN,,CLV,,False
2024-12-05 00:00:00,14,DET,,GB,,False
2024-12-08 00:00:00,14,MIN,,ATL,,False
2024-12-08 00:00:00,14,PHI,,CAR,,False
2024-12-08 00:00:00,14,PIT,,CLV,,False
2024-12-08 00:00:00,14,TEN,,JAX,,False
2024-12-08 00:00:00,14,NYG,,NO,,False
2024-12-08 00:00:00,14,MIA,,NYJ,,False
2024-12-08 00:00:00,14,TB,,LV,,False
2024-12-08 00:00:00,14,ARZ,,SEA,,False
2024-12-08 00:00:00,14,LAR,,BUF,,False
2024-12-08 00:00:00,14,SF,,CHI,,False
2024-12-08 00:00:00,14,KC,,LAC,,False
2024-12-09 00:00:00,14,DAL,,CIN,,False
2024-12-12 00:00:00,15,SF,,LAR,,False
2024-12-15 00:00:00,15,TEN,,CIN,,False
2024-12-15 00:00:00,15,CAR,,DAL,,False
2024-12-15 00:00:00,15,CLV,,KC,,False
2024-12-15 00:00:00,15,HST,,MIA,,False
2024-12-15 00:00:00,15,JAX,,NYJ,,False
2024-12-15 00:00:00,15,NYG,,BLT,,False
2024-12-15 00:00:00,15,NO,,WAS,,False
2024-12-15 00:00:00,15,DET,,BUF,,False
2024-12-15 00:00:00,15,DEN,,IND,,False
2024-12-15 00:00:00,15,ARZ,,NE,,False
2024-12-15 00:00:00,15,PHI,,PIT,,False
2024-12-15 00:00:00,15,LAC,,TB,,False
2024-12-15 00:00:00,15,SEA,,GB,,False
2024-12-16 00:00:00,15,MIN,,CHI,,False
2024-12-16 00:00:00,15,LV,,ATL,,False
2024-12-19 00:00:00,16,CIN,,CLV,,False
2024-12-21 00:00:00,16,KC,,HST,,False
2024-12-21 00:00:00,16,BLT,,PIT,,False
2024-12-22 00:00:00,16,CAR,,ARZ,,False
2024-12-22 00:00:00,16,CHI,,DET,,False
2024-12-22 00:00:00,16,BUF,,NE,,False
2024-12-22 00:00:00,16,ATL,,NYG,,False
2024-12-22 00:00:00,16,IND,,TEN,,False
2024-12-22 00:00:00,16,WAS,,PHI,,False
2024-12-22 00:00:00,16,NYJ,,LAR,,False
2024-12-22 00:00:00,16,LAC,,DEN,,False
2024-12-22 00:00:00,16,SEA,,MIN,,False
2024-12-22 00:00:00,16,LV,,JAX,,False
2024-12-22 00:00:00,16,MIA,,SF,,False
2024-12-22 00:00:00,16,DAL,,TB,,False
2024-12-23 00:00:00,16,GB,,NO,,False
2024-12-25 00:00:00,17,PIT,,KC,,False
2024-12-25 00:00:00,17,HST,,BLT,,False
2024-12-26 00:00:00,17,CHI,,SEA,,False
2024-12-29 00:00:00,17,WAS,,ATL,,False
2024-12-29 00:00:00,17,TB,,CAR,,False
2024-12-29 00:00:00,17,NYG,,IND,,False
2024-12-29 00:00:00,17,LAR,,ARZ,,False
2024-12-29 00:00:00,17,CIN,,DEN,,False
2024-12-29 00:00:00,17,MIN,,GB,,False
2024-12-29 00:00:00,17,BUF,,NYJ,,False
2024-12-29 00:00:00,17,JAX,,TEN,,False
2024-12-29 00:00:00,17,NO,,LV,,False
2024-12-29 00:00:00,17,NE,,LAC,,False
2024-12-29 00:00:00,17,PHI,,DAL,,False
2024-12-29 00:00:00,17,CLV,,MIA,,False
2024-12-30 00:00:00,17,SF,,DET,,False
2025-01-05 00:00:00,18,NE,,BUF,,False
2025-01-05 00:00:00,18,ATL,,CAR,,False
2025-01-05 00:00:00,18,GB,,CHI,,False
2025-01-05 00:00:00,18,PIT,,CIN,,False
2025-01-05 00:00:00,18,BLT,,CLV,,False
2025-01-05 00:00:00,18,TEN,,HST,,False
2025-01-05 00:00:00,18,IND,,JAX,,False
2025-01-05 00:00:00,18,DEN,,KC,,False
2025-01-05 00:00:00,18,NYJ,,MIA,,False
2025-01-05 00:00:00,18,DET,,MIN,,False
2025-01-05 00:00:00,18,TB,,NO,,False
2025-01-05 00:00:00,18,PHI,,NYG,,False
2025-01-05 00:00:00,18,LV,,LAC,,False
2025-01-05 00:00:00,18,LAR,,SEA,,False
2025-01-05 00:00:00,18,ARZ,,SF,,False
2025-01-05 00:00:00,18,DAL,,WAS,,False
