mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
0.333,0.239,0.0,0.756,0.005,0.003,2489.0,2808.0,1.0
0.334,0.23,0.001,0.748,0.004,0.003,3410.0,2817.0,1.0
0.334,0.229,0.0,0.739,0.004,0.003,2474.0,2567.0,1.0
0.335,0.241,0.0,0.761,0.005,0.003,2500.0,2712.0,1.0
0.335,0.224,0.0,0.732,0.003,0.002,3825.0,2733.0,1.0
0.333,0.222,0.001,0.722,0.003,0.002,3798.0,2813.0,1.0
0.335,0.254,0.0,0.786,0.006,0.004,1744.0,2945.0,1.0
0.325,0.226,0.0,0.733,0.003,0.002,4056.0,2540.0,1.0
0.338,0.223,0.0,0.731,0.003,0.003,4133.0,3008.0,1.0
0.339,0.222,0.0,0.726,0.003,0.002,3998.0,2290.0,1.0
0.332,0.228,0.0,0.741,0.004,0.003,3644.0,2696.0,1.0
0.337,0.226,0.0,0.728,0.004,0.003,3475.0,2478.0,1.0
0.332,0.223,0.001,0.732,0.003,0.002,4605.0,2818.0,1.0
0.338,0.225,0.0,0.736,0.003,0.002,4384.0,2988.0,1.0
0.335,0.227,0.0,0.731,0.004,0.003,3513.0,2428.0,1.0
0.34,0.236,0.0,0.762,0.004,0.003,2976.0,2982.0,1.0
0.333,0.224,0.001,0.727,0.003,0.002,3904.0,2526.0,1.0
0.334,0.24,0.0,0.767,0.005,0.004,2165.0,2699.0,1.0
0.331,0.218,0.0,0.716,0.003,0.002,4053.0,2996.0,1.0
0.328,0.239,0.0,0.76,0.005,0.004,2065.0,3082.0,1.0
0.34,0.231,0.0,0.744,0.004,0.003,3944.0,2669.0,1.0
0.332,0.223,0.0,0.718,0.003,0.002,4123.0,2755.0,1.0
0.332,0.218,0.0,0.717,0.003,0.002,4054.0,2743.0,1.0
0.333,0.227,0.0,0.73,0.004,0.003,3605.0,2363.0,1.0
0.329,0.222,0.0,0.727,0.003,0.002,4004.0,3012.0,1.0
0.331,0.232,0.0,0.741,0.004,0.003,2915.0,3329.0,1.0
0.338,0.232,0.001,0.757,0.004,0.003,3819.0,3022.0,1.0
0.332,0.232,0.0,0.746,0.004,0.003,2818.0,3467.0,1.0
0.342,0.228,0.0,0.742,0.003,0.002,4369.0,3051.0,1.0
0.332,0.218,0.001,0.719,0.003,0.002,3928.0,2511.0,1.0
0.363,0.248,0.0,0.795,0.005,0.004,2242.0,2893.0,1.0
0.363,0.239,0.0,0.77,0.005,0.003,2515.0,2843.0,1.0
0.304,0.23,0.0,0.729,0.005,0.003,2539.0,2736.0,1.0
0.311,0.225,0.0,0.718,0.004,0.003,3107.0,2808.0,1.0
0.35,0.231,0.002,0.756,0.004,0.003,3110.0,2626.0,1.0
0.309,0.229,0.001,0.724,0.005,0.003,2504.0,2986.0,1.0
0.325,0.224,0.0,0.732,0.004,0.003,3541.0,2380.0,1.0
0.327,0.223,0.0,0.717,0.004,0.002,3620.0,2335.0,1.0
0.362,0.256,0.0,0.802,0.006,0.004,2111.0,2724.0,1.0
0.356,0.23,0.0,0.747,0.004,0.003,3683.0,3000.0,1.0
0.34,0.228,0.0,0.747,0.003,0.002,3800.0,2651.0,1.0
0.335,0.22,0.001,0.723,0.003,0.002,3889.0,2773.0,1.0
0.327,0.226,0.0,0.736,0.004,0.003,3616.0,2748.0,1.0
0.341,0.224,0.0,0.728,0.004,0.003,3620.0,2476.0,1.0
0.329,0.223,0.0,0.729,0.003,0.002,3992.0,2219.0,1.0
0.33,0.22,0.0,0.706,0.003,0.002,4453.0,2730.0,1.0
0.319,0.219,0.0,0.712,0.003,0.002,4026.0,2578.0,1.0
0.307,0.224,0.0,0.717,0.004,0.003,3176.0,2721.0,1.0
0.342,0.226,0.0,0.744,0.004,0.003,3902.0,2950.0,1.0
0.306,0.229,0.0,0.73,0.005,0.003,2310.0,2534.0,1.0
0.332,0.217,0.0,0.721,0.003,0.002,3927.0,2580.0,1.0
0.307,0.233,0.0,0.742,0.005,0.004,2310.0,3013.0,1.0
0.32,0.222,0.0,0.716,0.004,0.003,3329.0,2586.0,1.0
0.347,0.226,0.001,0.744,0.003,0.002,4591.0,3039.0,1.0
0.336,0.217,0.001,0.717,0.003,0.002,4294.0,3115.0,1.0
0.343,0.227,0.001,0.743,0.004,0.003,3810.0,2663.0,1.0
0.345,0.226,0.001,0.731,0.003,0.002,4183.0,2812.0,1.0
0.358,0.235,0.0,0.762,0.004,0.003,2685.0,3137.0,1.0
0.315,0.226,0.001,0.727,0.004,0.003,3526.0,2916.0,1.0
0.356,0.234,0.001,0.756,0.005,0.003,2598.0,3070.0,1.0
0.03,0.029,0.0,0.082,0.0,0.0,5280.0,2615.0,1.0
0.031,0.03,0.0,0.087,0.0,0.0,5291.0,2545.0,1.0
0.029,0.03,0.0,0.084,0.0,0.0,3465.0,2700.0,1.0
0.029,0.029,0.0,0.082,0.0,0.0,3426.0,2465.0,1.0
0.035,0.033,0.0,0.095,0.001,0.0,2798.0,2395.0,1.0
0.033,0.03,0.0,0.087,0.0,0.0,4058.0,2590.0,1.0
0.03,0.029,0.0,0.081,0.0,0.0,4365.0,2679.0,1.0
0.033,0.031,0.0,0.089,0.001,0.0,2858.0,2096.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,4954.0,2671.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5636.0,2716.0,1.0
0.028,0.03,0.0,0.083,0.001,0.0,2520.0,2483.0,1.0
0.031,0.031,0.0,0.087,0.0,0.0,4469.0,2774.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,5090.0,2671.0,1.0
0.03,0.03,0.0,0.084,0.0,0.0,4573.0,2322.0,1.0
0.032,0.031,0.0,0.089,0.0,0.0,4898.0,2378.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,4887.0,2139.0,1.0
0.031,0.029,0.0,0.082,0.0,0.0,5026.0,2592.0,1.0
0.031,0.029,0.0,0.082,0.0,0.0,4785.0,2184.0,1.0
0.033,0.032,0.0,0.091,0.0,0.0,4620.0,2517.0,1.0
0.034,0.032,0.0,0.091,0.0,0.0,3704.0,2313.0,1.0
0.03,0.028,0.0,0.08,0.0,0.0,4773.0,2246.0,1.0
0.034,0.032,0.0,0.092,0.001,0.0,2940.0,2160.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,4867.0,2546.0,1.0
0.035,0.034,0.0,0.097,0.001,0.0,2854.0,2545.0,1.0
0.032,0.031,0.0,0.089,0.0,0.0,4364.0,2523.0,1.0
0.03,0.029,0.0,0.08,0.0,0.0,5042.0,2589.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,5310.0,2721.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,3840.0,2165.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4903.0,2811.0,1.0
0.029,0.029,0.0,0.081,0.0,0.0,3352.0,2504.0,1.0
0.033,0.031,0.0,0.09,0.0,0.0,4369.0,2627.0,1.0
0.029,0.028,0.0,0.081,0.0,0.0,3124.0,3414.0,1.0
0.031,0.031,0.0,0.087,0.0,0.0,4053.0,2112.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5616.0,2363.0,1.0
0.031,0.031,0.0,0.089,0.0,0.0,3208.0,2280.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3985.0,3012.0,1.0
0.032,0.031,0.0,0.09,0.001,0.0,3361.0,2687.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,4601.0,2611.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,3541.0,2420.0,1.0
0.031,0.031,0.0,0.088,0.001,0.0,3146.0,2667.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5042.0,2417.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4924.0,2631.0,1.0
0.031,0.032,0.0,0.091,0.001,0.0,2295.0,2713.0,1.0
0.031,0.03,0.0,0.084,0.0,0.0,5090.0,2583.0,1.0
0.031,0.028,0.0,0.084,0.0,0.0,5351.0,2771.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,5112.0,2256.0,1.0
0.032,0.031,0.0,0.089,0.0,0.0,4726.0,2190.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4586.0,2169.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,4701.0,2809.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,5419.0,2696.0,1.0
0.032,0.031,0.0,0.088,0.0,0.0,4087.0,2273.0,1.0
0.032,0.031,0.0,0.087,0.0,0.0,4332.0,2653.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,4374.0,2430.0,1.0
0.031,0.031,0.0,0.087,0.001,0.0,3055.0,2808.0,1.0
0.032,0.03,0.0,0.085,0.0,0.0,5454.0,2558.0,1.0
0.03,0.03,0.0,0.087,0.001,0.0,2831.0,2779.0,1.0
0.032,0.03,0.0,0.088,0.0,0.0,5246.0,2496.0,1.0
0.031,0.03,0.0,0.089,0.0,0.0,5162.0,2533.0,1.0
0.031,0.028,0.0,0.082,0.0,0.0,4520.0,2759.0,1.0
0.031,0.03,0.0,0.088,0.0,0.0,4497.0,2339.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4870.0,2620.0,1.0
0.031,0.031,0.0,0.087,0.0,0.0,3957.0,3146.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5153.0,2774.0,1.0
0.031,0.03,0.0,0.087,0.001,0.0,3033.0,3359.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5690.0,2728.0,1.0
0.031,0.028,0.0,0.082,0.0,0.0,4675.0,2618.0,1.0
0.034,0.032,0.0,0.091,0.001,0.0,2903.0,2723.0,1.0
0.034,0.032,0.0,0.093,0.0,0.0,3444.0,2900.0,1.0
0.029,0.03,0.0,0.082,0.0,0.0,3505.0,2356.0,1.0
0.029,0.029,0.0,0.082,0.0,0.0,4175.0,2781.0,1.0
0.033,0.031,0.0,0.088,0.0,0.0,3731.0,2344.0,1.0
0.029,0.029,0.0,0.084,0.0,0.0,3519.0,2786.0,1.0
0.031,0.03,0.0,0.085,0.0,0.0,4678.0,2201.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,4711.0,2446.0,1.0
0.034,0.034,0.0,0.098,0.001,0.0,2846.0,2779.0,1.0
0.033,0.029,0.0,0.087,0.0,0.0,4463.0,2773.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,4368.0,2385.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4786.0,2629.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,4585.0,2773.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,4386.0,2575.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,4733.0,1977.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,5782.0,2637.0,1.0
0.029,0.028,0.0,0.078,0.0,0.0,4680.0,2545.0,1.0
0.029,0.029,0.0,0.079,0.0,0.0,3978.0,2535.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,5070.0,2692.0,1.0
0.029,0.029,0.0,0.082,0.001,0.0,3237.0,2215.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,4814.0,2227.0,1.0
0.028,0.029,0.0,0.082,0.001,0.0,3158.0,2834.0,1.0
0.029,0.028,0.0,0.081,0.0,0.0,4242.0,2498.0,1.0
0.032,0.029,0.0,0.084,0.0,0.0,5141.0,2708.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,6008.0,2742.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5073.0,2646.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5107.0,2571.0,1.0
0.034,0.031,0.0,0.09,0.0,0.0,3374.0,2384.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,4255.0,2768.0,1.0
0.034,0.032,0.0,0.093,0.001,0.0,2894.0,2885.0,1.0
0.097,0.103,-0.089,0.294,0.002,0.001,4380.0,3751.0,1.0
-0.028,0.1,-0.214,0.157,0.002,0.001,4108.0,3785.0,1.0
0.241,0.101,0.049,0.427,0.002,0.001,4165.0,3933.0,1.0
0.202,0.097,0.012,0.377,0.002,0.001,3949.0,3797.0,1.0
-0.23,0.114,-0.439,-0.012,0.002,0.001,4106.0,3483.0,1.0
-0.165,0.109,-0.373,0.036,0.002,0.001,4231.0,3551.0,1.0
0.152,0.101,-0.041,0.335,0.002,0.001,4141.0,3405.0,1.0
-0.224,0.108,-0.422,-0.024,0.002,0.001,4090.0,3797.0,1.0
-0.095,0.108,-0.293,0.106,0.002,0.001,4467.0,3462.0,1.0
-0.063,0.099,-0.256,0.119,0.002,0.001,4179.0,3619.0,1.0
0.297,0.106,0.115,0.506,0.002,0.001,3986.0,3694.0,1.0
0.127,0.104,-0.052,0.335,0.002,0.001,4395.0,3907.0,1.0
0.057,0.098,-0.135,0.237,0.001,0.001,4425.0,3688.0,1.0
0.007,0.101,-0.178,0.201,0.002,0.001,4309.0,3537.0,1.0
-0.085,0.104,-0.273,0.114,0.002,0.001,3847.0,3487.0,1.0
0.052,0.099,-0.13,0.245,0.001,0.001,4393.0,3794.0,1.0
-0.038,0.102,-0.236,0.154,0.002,0.001,4494.0,3947.0,1.0
0.002,0.101,-0.186,0.192,0.002,0.001,4274.0,3842.0,1.0
-0.106,0.106,-0.315,0.084,0.002,0.001,4284.0,3950.0,1.0
-0.182,0.111,-0.4,0.017,0.002,0.001,3963.0,3587.0,1.0
0.084,0.104,-0.094,0.303,0.002,0.001,4186.0,3664.0,1.0
-0.249,0.108,-0.465,-0.057,0.002,0.001,4331.0,2809.0,1.0
0.001,0.101,-0.184,0.185,0.002,0.001,4177.0,3880.0,1.0
-0.26,0.121,-0.496,-0.043,0.002,0.001,4421.0,4009.0,1.0
-0.101,0.103,-0.296,0.093,0.002,0.001,3996.0,3917.0,1.0
0.07,0.099,-0.114,0.259,0.002,0.001,4136.0,3611.0,1.0
0.023,0.096,-0.154,0.205,0.001,0.001,4209.0,3610.0,1.0
0.065,0.102,-0.128,0.257,0.002,0.001,4537.0,3792.0,1.0
0.085,0.103,-0.112,0.27,0.002,0.001,4284.0,3379.0,1.0
0.211,0.103,0.024,0.412,0.002,0.001,4132.0,3866.0,1.0
-0.121,0.111,-0.326,0.091,0.002,0.001,3989.0,3865.0,1.0
0.176,0.1,-0.012,0.364,0.002,0.001,4202.0,3891.0,1.0
0.098,0.589,-0.991,1.179,0.009,0.009,3938.0,3058.0,1.0
-0.027,0.589,-1.08,1.097,0.009,0.009,4031.0,3109.0,1.0
0.242,0.59,-0.805,1.365,0.009,0.009,3930.0,2977.0,1.0
0.203,0.588,-0.92,1.269,0.009,0.009,3975.0,2976.0,1.0
-0.229,0.591,-1.345,0.831,0.009,0.008,4005.0,3105.0,1.0
-0.163,0.591,-1.276,0.934,0.009,0.009,3979.0,2993.0,1.0
0.153,0.588,-0.915,1.267,0.009,0.009,3990.0,2989.0,1.0
-0.222,0.588,-1.275,0.906,0.009,0.009,3984.0,3135.0,1.0
-0.093,0.592,-1.208,0.986,0.009,0.009,3963.0,3183.0,1.0
-0.062,0.589,-1.235,0.95,0.009,0.009,4025.0,2962.0,1.0
0.298,0.592,-0.791,1.396,0.009,0.009,3971.0,2927.0,1.0
0.128,0.588,-0.932,1.24,0.009,0.009,3922.0,3055.0,1.0
0.059,0.589,-1.066,1.13,0.009,0.009,3966.0,3038.0,1.0
0.009,0.59,-1.102,1.062,0.009,0.009,3962.0,3032.0,1.0
-0.084,0.589,-1.139,1.046,0.009,0.009,3974.0,3143.0,1.0
0.054,0.59,-1.084,1.105,0.009,0.009,3956.0,2798.0,1.0
-0.037,0.592,-1.197,1.004,0.009,0.01,3962.0,2998.0,1.0
0.003,0.589,-1.069,1.131,0.009,0.009,3977.0,2987.0,1.0
-0.104,0.591,-1.24,0.945,0.009,0.009,3989.0,2987.0,1.0
-0.18,0.592,-1.252,0.926,0.009,0.009,3942.0,3105.0,1.0
0.085,0.588,-1.001,1.164,0.009,0.009,4008.0,3161.0,1.0
-0.248,0.591,-1.357,0.832,0.009,0.008,4006.0,2962.0,1.0
0.002,0.59,-1.15,1.046,0.009,0.009,3996.0,3162.0,1.0
-0.259,0.595,-1.323,0.873,0.009,0.008,3965.0,2951.0,1.0
-0.1,0.587,-1.183,1.005,0.009,0.009,3970.0,3085.0,1.0
0.072,0.587,-1.065,1.117,0.009,0.009,3966.0,2877.0,1.0
0.025,0.589,-1.123,1.076,0.009,0.009,3991.0,3182.0,1.0
0.066,0.587,-0.979,1.191,0.009,0.01,3965.0,3063.0,1.0
0.087,0.589,-1.0,1.179,0.009,0.009,3925.0,2947.0,1.0
0.213,0.589,-0.841,1.352,0.009,0.009,4004.0,3214.0,1.0
-0.119,0.593,-1.165,1.002,0.009,0.009,3969.0,3157.0,1.0
0.177,0.59,-0.905,1.283,0.009,0.009,3971.0,3007.0,1.0
0.053,0.663,-1.198,1.3,0.012,0.01,3084.0,2954.0,1.0
-0.016,0.66,-1.238,1.191,0.011,0.009,3301.0,2870.0,1.0
0.123,0.689,-1.152,1.402,0.013,0.01,2852.0,2808.0,1.0
0.102,0.673,-1.193,1.329,0.012,0.01,2964.0,2706.0,1.0
-0.123,0.668,-1.314,1.18,0.012,0.01,3012.0,2944.0,1.0
