mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
0.395,0.927,-1.345,2.106,0.011,0.013,6953.0,3236.0,1.0
-0.355,0.926,-2.096,1.409,0.011,0.014,6567.0,2887.0,1.0
-0.217,0.949,-2.082,1.49,0.011,0.016,7701.0,3179.0,1.0
0.354,0.93,-1.533,2.011,0.011,0.014,7769.0,3555.0,1.0
-0.294,0.936,-2.076,1.464,0.011,0.015,7637.0,3250.0,1.0
-0.118,0.945,-2.02,1.653,0.011,0.016,8003.0,2908.0,1.0
-0.012,0.901,-1.708,1.67,0.01,0.016,8430.0,2708.0,1.0
0.539,0.963,-1.303,2.393,0.013,0.013,5310.0,3297.0,1.0
0.335,0.915,-1.448,2.009,0.011,0.014,7048.0,3366.0,1.0
0.063,0.927,-1.633,1.837,0.01,0.015,7809.0,3078.0,1.0
-0.11,0.923,-1.888,1.61,0.01,0.016,8842.0,2844.0,1.0
-0.212,0.949,-1.952,1.648,0.01,0.015,8390.0,3084.0,1.0
0.018,0.906,-1.73,1.679,0.01,0.016,8653.0,3040.0,1.0
-0.147,0.9,-1.811,1.579,0.01,0.014,7748.0,3401.0,1.0
-0.05,0.921,-1.754,1.724,0.01,0.016,8238.0,3158.0,1.0
-0.246,0.932,-1.845,1.674,0.01,0.015,8509.0,3204.0,1.0
-0.272,0.937,-2.109,1.375,0.01,0.016,8172.0,3197.0,1.0
0.181,0.903,-1.514,1.898,0.01,0.015,8384.0,3299.0,1.0
-0.447,1.0,-2.281,1.433,0.012,0.014,6646.0,2989.0,1.0
-0.08,0.923,-1.787,1.695,0.01,0.014,7833.0,3577.0,1.0
-0.536,1.046,-2.345,1.511,0.015,0.016,4827.0,3242.0,1.0
-0.24,0.937,-1.911,1.541,0.011,0.016,7509.0,3228.0,1.0
0.193,0.931,-1.607,1.898,0.01,0.015,7979.0,3519.0,1.0
0.085,0.912,-1.667,1.83,0.01,0.015,7788.0,3169.0,1.0
0.049,0.892,-1.599,1.724,0.01,0.014,8481.0,2755.0,1.0
0.004,0.898,-1.707,1.69,0.01,0.016,8623.0,3148.0,1.0
0.371,0.922,-1.448,2.021,0.011,0.014,7309.0,3297.0,1.0
-0.209,0.935,-1.937,1.53,0.011,0.015,7081.0,3108.0,1.0
0.355,0.931,-1.436,2.099,0.01,0.016,8951.0,2937.0,1.0
0.329,0.224,0.0,0.728,0.003,0.002,4638.0,2773.0,1.0
0.34,0.222,0.001,0.736,0.003,0.002,4177.0,3038.0,1.0
0.305,0.233,0.0,0.736,0.005,0.003,2672.0,2994.0,1.0
0.308,0.231,0.0,0.732,0.005,0.003,2747.0,3131.0,1.0
0.356,0.237,0.0,0.772,0.004,0.003,2785.0,2713.0,1.0
0.347,0.23,0.0,0.747,0.004,0.003,4042.0,3040.0,1.0
0.309,0.221,0.001,0.708,0.004,0.003,3129.0,3070.0,1.0
0.361,0.237,0.001,0.773,0.004,0.003,2772.0,2896.0,1.0
0.343,0.223,0.0,0.733,0.003,0.002,4619.0,3272.0,1.0
0.335,0.221,0.0,0.73,0.003,0.002,4661.0,3320.0,1.0
0.299,0.241,0.0,0.75,0.005,0.004,2063.0,2395.0,1.0
0.309,0.227,0.0,0.721,0.004,0.003,2823.0,2877.0,1.0
0.328,0.221,0.0,0.713,0.003,0.002,4618.0,2640.0,1.0
0.337,0.224,0.0,0.734,0.003,0.002,4534.0,3270.0,1.0
0.346,0.229,0.0,0.749,0.004,0.003,3194.0,2800.0,1.0
0.329,0.222,0.0,0.723,0.003,0.002,3967.0,3089.0,1.0
0.343,0.228,0.0,0.743,0.003,0.002,3812.0,2642.0,1.0
0.333,0.221,0.001,0.72,0.003,0.002,4509.0,2592.0,1.0
0.355,0.233,0.0,0.766,0.004,0.003,3188.0,2550.0,1.0
0.345,0.228,0.001,0.743,0.004,0.003,3566.0,2933.0,1.0
0.321,0.217,0.001,0.713,0.004,0.003,3613.0,2860.0,1.0
0.37,0.251,0.001,0.802,0.005,0.003,2610.0,2828.0,1.0
0.341,0.221,0.001,0.722,0.003,0.002,5014.0,3038.0,1.0
0.378,0.264,0.002,0.826,0.006,0.004,2224.0,3221.0,1.0
0.348,0.233,0.0,0.759,0.004,0.003,3295.0,2734.0,1.0
0.32,0.221,0.0,0.712,0.004,0.003,3648.0,2463.0,1.0
0.321,0.221,0.0,0.714,0.003,0.002,3972.0,2973.0,1.0
0.33,0.218,0.0,0.71,0.003,0.002,4143.0,2576.0,1.0
0.333,0.223,0.0,0.72,0.003,0.002,4585.0,2516.0,1.0
0.3,0.221,0.0,0.702,0.004,0.003,2601.0,2938.0,1.0
0.348,0.229,0.0,0.741,0.003,0.003,3997.0,3059.0,1.0
0.305,0.22,0.0,0.702,0.004,0.003,2782.0,3255.0,1.0
0.331,0.223,0.0,0.715,0.003,0.002,4432.0,2512.0,1.0
0.329,0.221,0.0,0.713,0.003,0.002,4276.0,2969.0,1.0
0.335,0.243,0.0,0.773,0.005,0.004,2422.0,2498.0,1.0
0.331,0.238,0.0,0.762,0.004,0.003,2703.0,2934.0,1.0
0.331,0.231,0.001,0.737,0.004,0.003,2894.0,2418.0,1.0
0.337,0.227,0.001,0.743,0.004,0.003,3267.0,2448.0,1.0
0.335,0.233,0.0,0.748,0.004,0.003,3054.0,2672.0,1.0
0.329,0.231,0.0,0.736,0.004,0.003,3464.0,2682.0,1.0
0.333,0.224,0.0,0.731,0.004,0.003,3709.0,2676.0,1.0
0.335,0.223,0.002,0.725,0.003,0.002,4314.0,2868.0,1.0
0.327,0.247,0.0,0.775,0.006,0.004,2014.0,3055.0,1.0
0.337,0.236,0.0,0.752,0.004,0.003,3407.0,2806.0,1.0
0.336,0.224,0.0,0.726,0.003,0.002,4606.0,2798.0,1.0
0.339,0.227,0.0,0.74,0.003,0.002,4326.0,2837.0,1.0
0.336,0.227,0.0,0.732,0.004,0.003,3700.0,3085.0,1.0
0.333,0.225,0.0,0.725,0.003,0.003,3930.0,2812.0,1.0
0.335,0.227,0.0,0.735,0.003,0.002,4384.0,3132.0,1.0
0.335,0.22,0.0,0.728,0.003,0.002,4605.0,2584.0,1.0
0.332,0.231,0.0,0.747,0.004,0.003,3014.0,2540.0,1.0
0.335,0.223,0.0,0.724,0.003,0.003,3946.0,3169.0,1.0
0.334,0.224,0.0,0.73,0.004,0.003,3660.0,2833.0,1.0
0.326,0.241,0.0,0.756,0.005,0.003,2689.0,2932.0,1.0
0.333,0.219,0.001,0.719,0.003,0.002,3861.0,2693.0,1.0
0.324,0.254,0.0,0.796,0.005,0.004,2456.0,3052.0,1.0
0.34,0.228,0.0,0.739,0.004,0.003,3482.0,2400.0,1.0
0.338,0.229,0.0,0.75,0.004,0.003,3901.0,3165.0,1.0
0.333,0.222,0.0,0.724,0.003,0.002,4133.0,2667.0,1.0
0.337,0.218,0.0,0.718,0.003,0.002,4379.0,3225.0,1.0
0.338,0.225,0.0,0.729,0.003,0.002,3837.0,2291.0,1.0
0.338,0.233,0.0,0.752,0.004,0.003,2944.0,2989.0,1.0
0.333,0.227,0.001,0.729,0.004,0.003,3483.0,2655.0,1.0
0.337,0.235,0.001,0.753,0.005,0.003,2266.0,2987.0,1.0
0.34,0.226,0.0,0.747,0.003,0.002,4658.0,3215.0,1.0
0.33,0.221,0.0,0.719,0.003,0.002,3956.0,2352.0,1.0
0.36,0.249,0.0,0.788,0.005,0.004,2087.0,2529.0,1.0
0.36,0.244,0.001,0.773,0.005,0.003,2534.0,2774.0,1.0
0.313,0.225,0.0,0.729,0.004,0.003,3098.0,3085.0,1.0
0.316,0.223,0.0,0.725,0.004,0.003,3369.0,2938.0,1.0
0.357,0.233,0.0,0.761,0.005,0.003,2641.0,2643.0,1.0
0.31,0.226,0.0,0.72,0.004,0.003,2984.0,2862.0,1.0
0.324,0.222,0.001,0.722,0.003,0.002,4203.0,2890.0,1.0
0.33,0.22,0.0,0.718,0.003,0.002,4480.0,2886.0,1.0
0.374,0.257,0.0,0.809,0.006,0.004,1926.0,2821.0,1.0
0.355,0.237,0.0,0.763,0.004,0.003,2699.0,2906.0,1.0
0.336,0.224,0.0,0.728,0.003,0.002,4789.0,2776.0,1.0
0.324,0.226,0.0,0.727,0.003,0.002,3931.0,2667.0,1.0
0.318,0.223,0.0,0.718,0.003,0.002,3772.0,2309.0,1.0
0.338,0.225,0.0,0.739,0.004,0.003,3352.0,2074.0,1.0
0.322,0.223,0.001,0.727,0.003,0.003,4380.0,3082.0,1.0
0.332,0.217,0.001,0.716,0.003,0.002,4809.0,3166.0,1.0
0.313,0.225,0.0,0.716,0.004,0.003,3200.0,2749.0,1.0
0.32,0.219,0.001,0.71,0.004,0.003,3340.0,2744.0,1.0
0.345,0.222,0.0,0.724,0.004,0.003,3697.0,2886.0,1.0
0.304,0.236,0.001,0.746,0.005,0.003,2702.0,3046.0,1.0
0.326,0.216,0.0,0.708,0.003,0.002,4557.0,2977.0,1.0
0.298,0.246,0.0,0.77,0.006,0.004,2060.0,3021.0,1.0
0.313,0.222,0.0,0.716,0.004,0.003,3208.0,2137.0,1.0
0.342,0.228,0.0,0.74,0.004,0.003,3699.0,2587.0,1.0
0.347,0.225,0.0,0.746,0.003,0.002,4157.0,2611.0,1.0
0.333,0.222,0.0,0.724,0.003,0.002,4400.0,2866.0,1.0
0.329,0.22,0.0,0.719,0.003,0.002,4007.0,2457.0,1.0
0.361,0.237,0.0,0.77,0.005,0.003,2330.0,2411.0,1.0
0.319,0.224,0.0,0.711,0.004,0.003,3720.0,2619.0,1.0
0.358,0.235,0.0,0.759,0.005,0.003,2392.0,3060.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,5562.0,2618.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5149.0,2751.0,1.0
0.028,0.03,0.0,0.082,0.0,0.0,3661.0,2632.0,1.0
0.029,0.029,0.0,0.083,0.0,0.0,3914.0,2807.0,1.0
0.034,0.032,0.0,0.093,0.0,0.0,3550.0,2533.0,1.0
0.033,0.031,0.0,0.09,0.0,0.0,5023.0,2565.0,1.0
0.029,0.028,0.0,0.08,0.0,0.0,3862.0,3054.0,1.0
0.034,0.031,0.0,0.089,0.0,0.0,3783.0,2633.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,6384.0,2872.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5812.0,3163.0,1.0
0.028,0.03,0.0,0.085,0.001,0.0,2357.0,2711.0,1.0
0.03,0.03,0.0,0.085,0.0,0.0,3693.0,2534.0,1.0
0.03,0.029,0.0,0.084,0.0,0.0,5717.0,2587.0,1.0
0.031,0.03,0.0,0.084,0.0,0.0,6614.0,2996.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,4100.0,2359.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,4813.0,2809.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,4734.0,2543.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5505.0,2291.0,1.0
0.033,0.03,0.0,0.088,0.0,0.0,4161.0,2436.0,1.0
0.032,0.03,0.0,0.085,0.0,0.0,4509.0,1930.0,1.0
0.029,0.027,0.0,0.08,0.0,0.0,5074.0,2839.0,1.0
0.035,0.033,0.0,0.095,0.001,0.0,2996.0,2574.0,1.0
0.032,0.03,0.0,0.09,0.0,0.0,6667.0,2829.0,1.0
0.036,0.035,0.0,0.1,0.001,0.0,2977.0,2713.0,1.0
0.033,0.03,0.0,0.087,0.0,0.0,4419.0,2948.0,1.0
0.03,0.03,0.0,0.085,0.0,0.0,4512.0,2338.0,1.0
0.03,0.03,0.0,0.084,0.0,0.0,4819.0,2560.0,1.0
0.031,0.028,0.0,0.082,0.0,0.0,5008.0,2251.0,1.0
0.031,0.029,0.0,0.082,0.0,0.0,5325.0,2373.0,1.0
0.028,0.028,0.0,0.08,0.0,0.0,3903.0,2284.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,5088.0,2709.0,1.0
0.029,0.028,0.0,0.08,0.0,0.0,2898.0,3140.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5266.0,2338.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5242.0,2571.0,1.0
0.031,0.031,0.0,0.088,0.001,0.0,3255.0,2305.0,1.0
0.031,0.031,0.0,0.091,0.0,0.0,3754.0,2787.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3986.0,2467.0,1.0
0.031,0.029,0.0,0.087,0.0,0.0,4403.0,2434.0,1.0
0.032,0.031,0.0,0.088,0.0,0.0,3916.0,2424.0,1.0
0.03,0.029,0.0,0.085,0.0,0.0,4483.0,2495.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4719.0,2891.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5567.0,2502.0,1.0
0.031,0.031,0.0,0.09,0.001,0.0,2653.0,2541.0,1.0
0.032,0.031,0.0,0.088,0.0,0.0,4002.0,2902.0,1.0
0.031,0.03,0.0,0.087,0.0,0.0,6052.0,2490.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,4943.0,2504.0,1.0
0.031,0.028,0.0,0.081,0.0,0.0,4739.0,2631.0,1.0
0.031,0.029,0.0,0.081,0.0,0.0,4698.0,2488.0,1.0
0.031,0.03,0.0,0.087,0.0,0.0,5498.0,2922.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5316.0,2362.0,1.0
0.031,0.03,0.0,0.088,0.0,0.0,3856.0,2430.0,1.0
0.031,0.03,0.0,0.084,0.0,0.0,4977.0,2973.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,4242.0,2540.0,1.0
0.03,0.03,0.0,0.086,0.0,0.0,3515.0,2703.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,4748.0,2345.0,1.0
0.031,0.032,0.0,0.092,0.001,0.0,3255.0,2742.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,4706.0,2055.0,1.0
0.031,0.029,0.0,0.087,0.0,0.0,5215.0,2723.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5696.0,2657.0,1.0
0.032,0.029,0.0,0.083,0.0,0.0,5099.0,3051.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5369.0,2088.0,1.0
0.032,0.031,0.0,0.087,0.0,0.0,3929.0,2600.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,4826.0,2433.0,1.0
0.031,0.03,0.0,0.086,0.001,0.0,3146.0,3198.0,1.0
0.032,0.03,0.0,0.088,0.0,0.0,5736.0,2833.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4836.0,2332.0,1.0
0.034,0.033,0.0,0.094,0.001,0.0,2681.0,2187.0,1.0
0.034,0.032,0.0,0.091,0.0,0.0,3312.0,2676.0,1.0
0.029,0.029,0.0,0.08,0.0,0.0,4251.0,2986.0,1.0
0.03,0.029,0.0,0.084,0.0,0.0,4587.0,2921.0,1.0
0.033,0.03,0.0,0.088,0.0,0.0,3512.0,2472.0,1.0
0.029,0.029,0.0,0.084,0.0,0.0,4191.0,3037.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,4833.0,2466.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5832.0,3028.0,1.0
0.035,0.033,0.0,0.096,0.001,0.0,2971.0,2524.0,1.0
0.033,0.031,0.0,0.09,0.0,0.0,3998.0,3023.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5496.0,2680.0,1.0
0.03,0.029,0.0,0.084,0.0,0.0,4774.0,2567.0,1.0
0.03,0.029,0.0,0.084,0.0,0.0,4739.0,2426.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4310.0,2082.0,1.0
0.03,0.029,0.0,0.084,0.0,0.0,5802.0,2620.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,6277.0,2896.0,1.0
0.03,0.03,0.0,0.082,0.0,0.0,4141.0,2554.0,1.0
0.029,0.028,0.0,0.079,0.0,0.0,4172.0,2579.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,4674.0,2735.0,1.0
0.029,0.03,0.0,0.085,0.0,0.0,3453.0,2563.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,5624.0,2694.0,1.0
0.028,0.031,0.0,0.085,0.001,0.0,2445.0,2824.0,1.0
0.029,0.029,0.0,0.081,0.0,0.0,4258.0,1952.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,4416.0,2523.0,1.0
0.033,0.03,0.0,0.087,0.0,0.0,4691.0,2736.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,5161.0,2813.0,1.0
0.031,0.03,0.0,0.088,0.0,0.0,5061.0,2036.0,1.0
0.034,0.031,0.0,0.091,0.0,0.0,3487.0,2220.0,1.0
0.03,0.03,0.0,0.086,0.0,0.0,4631.0,2561.0,1.0
0.033,0.031,0.0,0.09,0.001,0.0,3043.0,3111.0,1.0
0.035,0.095,-0.14,0.217,0.001,0.001,4185.0,3829.0,1.0
-0.04,0.095,-0.214,0.139,0.001,0.001,3998.0,3500.0,1.0
0.226,0.094,0.056,0.406,0.002,0.001,3646.0,3869.0,1.0
0.202,0.097,0.025,0.385,0.002,0.001,3693.0,3674.0,1.0
-0.176,0.099,-0.369,0.007,0.002,0.001,3813.0,3619.0,1.0
-0.107,0.099,-0.303,0.073,0.001,0.001,4526.0,3942.0,1.0
0.173,0.095,-0.008,0.346,0.001,0.001,4226.0,3632.0,1.0
-0.148,0.101,-0.338,0.038,0.002,0.001,4015.0,4100.0,1.0
-0.05,0.096,-0.228,0.128,0.001,0.001,4117.0,3692.0,1.0
0.001,0.089,-0.166,0.169,0.001,0.001,4209.0,3470.0,1.0
0.275,0.094,0.101,0.451,0.001,0.001,3940.0,3931.0,1.0
0.173,0.09,0.003,0.343,0.002,0.001,3443.0,3841.0,1.0
0.038,0.093,-0.135,0.215,0.001,0.001,3902.0,3503.0,1.0
-0.047,0.094,-0.22,0.134,0.001,0.001,4334.0,3755.0,1.0
-0.096,0.099,-0.281,0.094,0.001,0.001,4658.0,4015.0,1.0
0.027,0.094,-0.154,0.199,0.001,0.001,4426.0,3742.0,1.0
-0.064,0.096,-0.246,0.117,0.002,0.001,4067.0,3833.0,1.0
-0.014,0.093,-0.188,0.16,0.001,0.001,3850.0,3386.0,1.0
-0.123,0.1,-0.304,0.074,0.001,0.001,4524.0,3849.0,1.0
-0.129,0.1,-0.319,0.053,0.002,0.001,4074.0,3572.0,1.0
0.094,0.095,-0.086,0.269,0.001,0.001,4207.0,3915.0,1.0
-0.234,0.101,-0.421,-0.04,0.002,0.001,3790.0,3687.0,1.0
-0.025,0.094,-0.211,0.142,0.001,0.001,4080.0,3457.0,1.0
-0.317,0.113,-0.527,-0.101,0.002,0.001,4175.0,3954.0,1.0
-0.122,0.1,-0.322,0.051,0.002,0.001,4046.0,3833.0,1.0
0.095,0.094,-0.076,0.274,0.001,0.001,4169.0,3915.0,1.0
0.059,0.094,-0.123,0.228,0.001,0.001,4130.0,3593.0,1.0
0.031,0.095,-0.143,0.211,0.001,0.001,4351.0,3796.0,1.0
0.004,0.094,-0.17,0.182,0.001,0.001,4118.0,3425.0,1.0
0.18,0.096,-0.004,0.354,0.001,0.001,4137.0,3919.0,1.0
-0.093,0.097,-0.27,0.092,0.001,0.001,4337.0,3636.0,1.0
0.173,0.091,0.011,0.359,0.001,0.001,4097.0,3602.0,1.0
0.022,0.571,-1.007,1.127,0.008,0.009,4756.0,3308.0,1.0
-0.053,0.572,-1.157,0.993,0.008,0.009,4735.0,3185.0,1.0
0.213,0.572,-0.908,1.215,0.008,0.008,4737.0,3332.0,1.0
0.19,0.574,-0.858,1.27,0.008,0.008,4703.0,3426.0,1.0
-0.189,0.573,-1.271,0.876,0.008,0.008,4705.0,3279.0,1.0
-0.12,0.569,-1.198,0.919,0.008,0.008,4776.0,3278.0,1.0
0.16,0.577,-0.885,1.264,0.008,0.008,4803.0,3369.0,1.0
-0.161,0.573,-1.221,0.927,0.008,0.008,4687.0,3468.0,1.0
-0.063,0.571,-1.146,0.984,0.008,0.009,4684.0,3368.0,1.0
-0.012,0.573,-1.087,1.052,0.008,0.008,4708.0,3305.0,1.0
0.262,0.574,-0.741,1.394,0.008,0.008,4709.0,3459.0,1.0
0.16,0.572,-0.885,1.231,0.008,0.008,4704.0,3333.0,1.0
0.025,0.575,-0.995,1.121,0.008,0.009,4715.0,3428.0,1.0
-0.06,0.574,-1.095,1.032,0.008,0.009,4673.0,3397.0,1.0
-0.109,0.576,-1.16,0.961,0.008,0.009,4766.0,3280.0,1.0
0.014,0.575,-1.04,1.106,0.008,0.009,4720.0,3523.0,1.0
-0.077,0.573,-1.106,1.044,0.008,0.009,4720.0,3337.0,1.0
-0.027,0.574,-1.076,1.058,0.008,0.009,4690.0,3334.0,1.0
-0.136,0.575,-1.167,0.968,0.008,0.008,4795.0,3365.0,1.0
-0.142,0.573,-1.206,0.92,0.008,0.008,4776.0,3264.0,1.0
0.081,0.573,-0.96,1.166,0.008,0.009,4748.0,3426.0,1.0
-0.247,0.572,-1.294,0.841,0.008,0.008,4719.0,3336.0,1.0
-0.038,0.573,-1.131,1.013,0.008,0.009,4774.0,3215.0,1.0
-0.33,0.573,-1.371,0.768,0.008,0.008,4722.0,3392.0,1.0
-0.134,0.574,-1.224,0.913,0.008,0.008,4768.0,3337.0,1.0
0.082,0.575,-1.011,1.12,0.008,0.008,4769.0,3440.0,1.0
0.046,0.573,-0.987,1.143,0.008,0.009,4707.0,3325.0,1.0
0.018,0.571,-1.049,1.07,0.008,0.009,4767.0,3333.0,1.0
-0.008,0.574,-1.029,1.083,0.008,0.009,4694.0,3224.0,1.0
0.167,0.572,-0.838,1.294,0.008,0.008,4683.0,3358.0,1.0
-0.106,0.575,-1.149,0.981,0.008,0.009,4727.0,3196.0,1.0
0.161,0.575,-0.939,1.187,0.008,0.008,4721.0,3368.0,1.0
0.007,0.636,-1.179,1.192,0.011,0.009,3503.0,3053.0,1.0
-0.033,0.633,-1.213,1.17,0.011,0.009,3558.0,3007.0,1.0
0.104,0.648,-1.1,1.324,0.012,0.009,3100.0,3173.0,1.0
0.1,0.653,-1.1,1.319,0.011,0.009,3390.0,3338.0,1.0
-0.103,0.652,-1.293,1.138,0.012,0.009,3209.0,3166.0,1.0
