mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
0.062,0.917,-1.593,1.841,0.01,0.016,8062.0,2783.0,1.0
0.392,0.945,-1.488,2.052,0.011,0.015,7043.0,3153.0,1.0
-0.194,0.905,-1.947,1.471,0.009,0.015,9424.0,3249.0,1.0
0.324,0.936,-1.4,2.142,0.01,0.015,9096.0,2897.0,1.0
0.33,0.222,0.0,0.725,0.003,0.002,4829.0,2476.0,1.0
0.335,0.224,0.0,0.728,0.003,0.002,4002.0,2463.0,1.0
0.299,0.233,0.0,0.738,0.005,0.003,2575.0,2749.0,1.0
0.312,0.232,0.0,0.738,0.004,0.003,2904.0,2836.0,1.0
0.355,0.236,0.001,0.77,0.004,0.003,3045.0,3189.0,1.0
0.348,0.223,0.0,0.727,0.004,0.003,3821.0,2961.0,1.0
0.313,0.226,0.0,0.72,0.004,0.003,3774.0,3454.0,1.0
0.358,0.242,0.0,0.773,0.004,0.003,3045.0,3121.0,1.0
0.338,0.221,0.0,0.732,0.003,0.002,3905.0,2993.0,1.0
0.341,0.224,0.0,0.723,0.003,0.002,4332.0,2598.0,1.0
0.301,0.237,0.0,0.744,0.005,0.003,2558.0,2995.0,1.0
0.311,0.222,0.0,0.7,0.004,0.003,3219.0,3179.0,1.0
0.329,0.222,0.001,0.717,0.003,0.002,4053.0,2857.0,1.0
0.339,0.221,0.0,0.722,0.003,0.002,4113.0,2428.0,1.0
0.345,0.224,0.001,0.731,0.003,0.002,4420.0,2794.0,1.0
0.331,0.225,0.0,0.736,0.003,0.002,4182.0,2793.0,1.0
0.339,0.226,0.0,0.736,0.003,0.002,4206.0,2608.0,1.0
0.338,0.222,0.0,0.73,0.003,0.002,4701.0,2884.0,1.0
0.345,0.227,0.0,0.748,0.004,0.002,3981.0,2445.0,1.0
0.346,0.232,0.0,0.752,0.004,0.003,3537.0,2837.0,1.0
0.317,0.222,0.0,0.728,0.003,0.002,4377.0,2816.0,1.0
0.362,0.249,0.0,0.779,0.005,0.004,2471.0,3150.0,1.0
0.337,0.223,0.0,0.735,0.003,0.002,4557.0,3218.0,1.0
0.364,0.258,0.0,0.81,0.006,0.004,2155.0,2821.0,1.0
0.349,0.23,0.0,0.752,0.004,0.003,4196.0,2850.0,1.0
0.32,0.222,0.0,0.721,0.004,0.002,3400.0,1992.0,1.0
0.327,0.225,0.0,0.732,0.003,0.002,3792.0,2521.0,1.0
0.33,0.22,0.0,0.709,0.003,0.002,4678.0,2776.0,1.0
0.329,0.22,0.0,0.707,0.003,0.002,4745.0,2575.0,1.0
0.308,0.233,0.0,0.742,0.004,0.003,2707.0,2504.0,1.0
0.343,0.224,0.0,0.734,0.003,0.002,3881.0,2357.0,1.0
0.319,0.229,0.0,0.73,0.004,0.003,2733.0,2634.0,1.0
0.333,0.222,0.001,0.726,0.003,0.002,4724.0,3214.0,1.0
0.337,0.224,0.0,0.726,0.003,0.002,3732.0,2313.0,1.0
0.341,0.248,0.0,0.773,0.005,0.003,2503.0,2706.0,1.0
0.334,0.237,0.0,0.761,0.004,0.003,2963.0,3244.0,1.0
0.33,0.236,0.0,0.755,0.004,0.003,3201.0,2879.0,1.0
0.337,0.225,0.0,0.738,0.004,0.003,3467.0,2234.0,1.0
0.337,0.231,0.0,0.743,0.004,0.003,2692.0,2570.0,1.0
0.333,0.24,0.0,0.772,0.004,0.003,3023.0,3098.0,1.0
0.334,0.222,0.0,0.726,0.003,0.002,4050.0,2509.0,1.0
0.334,0.223,0.0,0.732,0.003,0.002,4358.0,2882.0,1.0
0.339,0.247,0.0,0.779,0.005,0.004,2316.0,2864.0,1.0
0.338,0.233,0.0,0.751,0.004,0.003,3128.0,2751.0,1.0
0.331,0.222,0.0,0.73,0.003,0.002,4578.0,2785.0,1.0
0.331,0.223,0.0,0.727,0.003,0.002,4319.0,2758.0,1.0
0.33,0.222,0.0,0.724,0.004,0.003,3293.0,2895.0,1.0
0.331,0.224,0.0,0.717,0.003,0.002,4029.0,2349.0,1.0
0.329,0.22,0.0,0.712,0.003,0.002,4355.0,2849.0,1.0
0.33,0.221,0.0,0.716,0.003,0.002,4182.0,2434.0,1.0
0.328,0.221,0.0,0.717,0.004,0.003,3061.0,2869.0,1.0
0.336,0.227,0.0,0.725,0.004,0.003,3205.0,3186.0,1.0
0.333,0.229,0.0,0.736,0.004,0.003,3434.0,2110.0,1.0
0.327,0.245,0.001,0.765,0.005,0.003,2255.0,2679.0,1.0
0.333,0.224,0.0,0.725,0.003,0.002,4349.0,2660.0,1.0
0.331,0.256,0.0,0.793,0.006,0.004,1761.0,2740.0,1.0
0.327,0.224,0.0,0.731,0.003,0.002,3918.0,2499.0,1.0
0.334,0.228,0.001,0.741,0.003,0.002,4055.0,2974.0,1.0
0.338,0.226,0.0,0.729,0.003,0.002,4157.0,2898.0,1.0
0.331,0.225,0.0,0.733,0.003,0.002,4789.0,2634.0,1.0
0.334,0.223,0.0,0.72,0.003,0.002,4253.0,2297.0,1.0
0.337,0.24,0.0,0.772,0.004,0.003,2924.0,2775.0,1.0
0.336,0.226,0.0,0.739,0.003,0.002,3901.0,2831.0,1.0
0.329,0.231,0.0,0.741,0.004,0.003,3005.0,3010.0,1.0
0.338,0.221,0.0,0.723,0.003,0.002,4086.0,2528.0,1.0
0.329,0.221,0.0,0.719,0.003,0.002,3799.0,2850.0,1.0
0.36,0.249,0.0,0.791,0.005,0.004,2330.0,2814.0,1.0
0.353,0.244,0.001,0.775,0.005,0.003,2564.0,2408.0,1.0
0.315,0.23,0.0,0.734,0.004,0.003,2948.0,2756.0,1.0
0.315,0.219,0.001,0.71,0.003,0.003,3647.0,2650.0,1.0
0.35,0.233,0.0,0.755,0.004,0.003,2908.0,2971.0,1.0
0.309,0.232,0.0,0.737,0.004,0.003,3091.0,2983.0,1.0
0.328,0.22,0.0,0.712,0.003,0.002,4182.0,2676.0,1.0
0.325,0.223,0.001,0.723,0.003,0.002,4479.0,2608.0,1.0
0.36,0.254,0.0,0.804,0.005,0.004,2206.0,3120.0,1.0
0.351,0.238,0.0,0.764,0.004,0.003,2788.0,2442.0,1.0
0.34,0.226,0.0,0.734,0.003,0.002,4448.0,2857.0,1.0
0.33,0.222,0.0,0.729,0.003,0.002,4087.0,2795.0,1.0
0.325,0.219,0.0,0.711,0.003,0.002,3798.0,2798.0,1.0
0.338,0.225,0.0,0.739,0.003,0.002,4571.0,2983.0,1.0
0.332,0.223,0.0,0.73,0.003,0.002,4618.0,2686.0,1.0
0.332,0.221,0.0,0.725,0.003,0.002,4034.0,3270.0,1.0
0.327,0.225,0.0,0.721,0.004,0.003,3572.0,2791.0,1.0
0.318,0.225,0.0,0.715,0.004,0.003,3435.0,3108.0,1.0
0.35,0.236,0.0,0.767,0.004,0.003,3026.0,2909.0,1.0
0.311,0.238,0.001,0.764,0.005,0.003,2490.0,3111.0,1.0
0.33,0.218,0.0,0.722,0.003,0.002,4041.0,2322.0,1.0
0.305,0.245,0.0,0.765,0.006,0.004,1719.0,2314.0,1.0
0.324,0.223,0.0,0.717,0.004,0.003,3750.0,2919.0,1.0
0.345,0.229,0.0,0.747,0.004,0.003,3508.0,2838.0,1.0
0.335,0.223,0.002,0.733,0.003,0.002,4293.0,3239.0,1.0
0.34,0.225,0.0,0.734,0.003,0.003,3939.0,2367.0,1.0
0.337,0.219,0.0,0.716,0.003,0.002,4454.0,2948.0,1.0
0.355,0.247,0.0,0.787,0.004,0.003,2879.0,2736.0,1.0
0.322,0.221,0.0,0.726,0.003,0.002,4288.0,2989.0,1.0
0.352,0.235,0.0,0.76,0.004,0.003,2899.0,3560.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,5822.0,2388.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,5040.0,1918.0,1.0
0.028,0.029,0.0,0.083,0.0,0.0,3218.0,2518.0,1.0
0.029,0.03,0.0,0.083,0.0,0.0,3831.0,2547.0,1.0
0.034,0.032,0.0,0.093,0.0,0.0,3713.0,3002.0,1.0
0.033,0.03,0.0,0.086,0.0,0.0,4481.0,2837.0,1.0
0.029,0.029,0.0,0.082,0.0,0.0,4758.0,2793.0,1.0
0.034,0.033,0.0,0.096,0.0,0.0,3853.0,2533.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4947.0,2161.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,4867.0,2553.0,1.0
0.029,0.031,0.0,0.084,0.001,0.0,3240.0,2734.0,1.0
0.029,0.028,0.0,0.082,0.0,0.0,4239.0,2806.0,1.0
0.031,0.029,0.0,0.082,0.0,0.0,5137.0,2562.0,1.0
0.032,0.031,0.0,0.086,0.0,0.0,5279.0,2509.0,1.0
0.033,0.03,0.0,0.089,0.0,0.0,5581.0,2658.0,1.0
0.03,0.028,0.0,0.082,0.0,0.0,5143.0,3010.0,1.0
0.032,0.03,0.0,0.085,0.0,0.0,5170.0,2294.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5641.0,2496.0,1.0
0.033,0.031,0.0,0.09,0.0,0.0,4700.0,2416.0,1.0
0.032,0.031,0.0,0.086,0.0,0.0,4439.0,2521.0,1.0
0.03,0.029,0.0,0.086,0.0,0.0,5418.0,2734.0,1.0
0.034,0.032,0.0,0.093,0.001,0.0,3216.0,2680.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,5714.0,2915.0,1.0
0.034,0.033,0.0,0.093,0.001,0.0,2726.0,2404.0,1.0
0.033,0.031,0.0,0.088,0.0,0.0,5152.0,2850.0,1.0
0.03,0.028,0.0,0.081,0.0,0.0,3727.0,1613.0,1.0
0.031,0.031,0.0,0.089,0.0,0.0,5200.0,2539.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5831.0,2623.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5537.0,2409.0,1.0
0.029,0.029,0.0,0.083,0.0,0.0,3534.0,2525.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,4853.0,2103.0,1.0
0.03,0.029,0.0,0.084,0.001,0.0,2805.0,2491.0,1.0
0.031,0.028,0.0,0.084,0.0,0.0,5235.0,2894.0,1.0
0.032,0.029,0.0,0.084,0.0,0.0,5022.0,2399.0,1.0
0.032,0.032,0.0,0.089,0.0,0.0,3145.0,2501.0,1.0
0.031,0.03,0.0,0.087,0.0,0.0,3723.0,2878.0,1.0
0.032,0.031,0.0,0.089,0.0,0.0,4154.0,2689.0,1.0
0.031,0.029,0.0,0.081,0.0,0.0,4620.0,2265.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,3598.0,2551.0,1.0
0.031,0.03,0.0,0.087,0.0,0.0,4220.0,3080.0,1.0
0.031,0.029,0.0,0.081,0.0,0.0,5524.0,2396.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,5615.0,2609.0,1.0
0.032,0.032,0.0,0.09,0.001,0.0,3295.0,2887.0,1.0
0.032,0.032,0.0,0.089,0.0,0.0,4158.0,2562.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5731.0,2595.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,5166.0,2483.0,1.0
0.031,0.028,0.0,0.081,0.0,0.0,4670.0,2545.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,4801.0,1998.0,1.0
0.03,0.028,0.0,0.082,0.0,0.0,5436.0,2217.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,4628.0,2324.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,4360.0,2825.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,3685.0,2955.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,4239.0,2006.0,1.0
0.031,0.032,0.0,0.09,0.001,0.0,2645.0,2661.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5083.0,2540.0,1.0
0.031,0.032,0.0,0.093,0.001,0.0,2631.0,2348.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,5120.0,2334.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,5934.0,2804.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5546.0,2875.0,1.0
0.031,0.031,0.0,0.089,0.0,0.0,4941.0,2593.0,1.0
0.032,0.031,0.0,0.089,0.0,0.0,5354.0,2138.0,1.0
0.032,0.032,0.0,0.091,0.0,0.0,3818.0,2768.0,1.0
0.031,0.03,0.0,0.085,0.0,0.0,4956.0,2636.0,1.0
0.031,0.03,0.0,0.086,0.001,0.0,3214.0,2888.0,1.0
0.032,0.031,0.0,0.086,0.0,0.0,4850.0,2120.0,1.0
0.031,0.028,0.0,0.081,0.0,0.0,4422.0,2488.0,1.0
0.033,0.032,0.0,0.091,0.001,0.0,3375.0,2924.0,1.0
0.034,0.033,0.0,0.093,0.001,0.0,3400.0,2384.0,1.0
0.03,0.029,0.0,0.082,0.0,0.0,3877.0,2742.0,1.0
0.03,0.029,0.0,0.082,0.0,0.0,4746.0,2413.0,1.0
0.033,0.03,0.0,0.089,0.0,0.0,4703.0,2746.0,1.0
0.03,0.03,0.0,0.085,0.0,0.0,3653.0,2732.0,1.0
0.031,0.03,0.0,0.082,0.0,0.0,5521.0,2651.0,1.0
0.03,0.028,0.0,0.084,0.0,0.0,5385.0,2515.0,1.0
0.034,0.033,0.0,0.093,0.001,0.0,2703.0,2591.0,1.0
0.033,0.032,0.0,0.093,0.0,0.0,4193.0,1982.0,1.0
0.032,0.03,0.0,0.088,0.0,0.0,5315.0,2829.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4737.0,2623.0,1.0
0.03,0.028,0.0,0.082,0.0,0.0,4697.0,2564.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5261.0,2658.0,1.0
0.032,0.031,0.0,0.089,0.0,0.0,5966.0,2081.0,1.0
0.031,0.028,0.0,0.082,0.0,0.0,5791.0,3083.0,1.0
0.031,0.03,0.0,0.085,0.0,0.0,4292.0,2652.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,4421.0,2814.0,1.0
0.033,0.03,0.0,0.087,0.0,0.0,4210.0,2985.0,1.0
0.029,0.029,0.0,0.084,0.001,0.0,3136.0,2962.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4697.0,2425.0,1.0
0.029,0.031,0.0,0.086,0.001,0.0,2405.0,2838.0,1.0
0.03,0.029,0.0,0.082,0.0,0.0,4703.0,2564.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,4297.0,2601.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5153.0,2962.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,4582.0,2376.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,5437.0,2855.0,1.0
0.033,0.032,0.0,0.092,0.0,0.0,3631.0,2380.0,1.0
0.03,0.028,0.0,0.081,0.0,0.0,5153.0,2694.0,1.0
0.033,0.031,0.0,0.09,0.001,0.0,3315.0,3477.0,1.0
0.025,0.097,-0.153,0.211,0.001,0.001,4565.0,3811.0,1.0
-0.022,0.099,-0.211,0.163,0.001,0.001,4850.0,3763.0,1.0
0.258,0.098,0.079,0.445,0.002,0.001,3863.0,3431.0,1.0
0.195,0.1,0.018,0.393,0.002,0.001,3678.0,3854.0,1.0
-0.184,0.105,-0.377,0.013,0.002,0.001,4364.0,3988.0,1.0
-0.105,0.097,-0.286,0.079,0.001,0.001,4254.0,3759.0,1.0
0.135,0.097,-0.04,0.321,0.001,0.001,4417.0,3719.0,1.0
-0.22,0.108,-0.424,-0.024,0.002,0.001,3977.0,3683.0,1.0
-0.038,0.098,-0.218,0.149,0.001,0.001,4393.0,3559.0,1.0
-0.042,0.097,-0.21,0.152,0.002,0.001,3980.0,3601.0,1.0
0.27,0.098,0.088,0.452,0.002,0.001,3630.0,3773.0,1.0
0.149,0.095,-0.023,0.333,0.001,0.001,4266.0,3516.0,1.0
0.057,0.095,-0.134,0.223,0.001,0.001,4612.0,3684.0,1.0
-0.048,0.098,-0.222,0.153,0.001,0.001,4274.0,3978.0,1.0
-0.089,0.102,-0.286,0.099,0.002,0.001,4015.0,3799.0,1.0
0.029,0.095,-0.15,0.202,0.001,0.001,4185.0,3516.0,1.0
-0.034,0.097,-0.218,0.141,0.001,0.001,4403.0,3701.0,1.0
-0.003,0.1,-0.196,0.18,0.001,0.001,4502.0,3624.0,1.0
-0.104,0.098,-0.296,0.073,0.001,0.001,4479.0,3520.0,1.0
-0.13,0.101,-0.325,0.049,0.002,0.001,4056.0,3579.0,1.0
0.104,0.099,-0.069,0.296,0.002,0.001,4134.0,3972.0,1.0
-0.256,0.107,-0.442,-0.037,0.002,0.001,4181.0,3887.0,1.0
0.006,0.1,-0.182,0.197,0.002,0.001,4047.0,3989.0,1.0
-0.307,0.115,-0.514,-0.09,0.002,0.001,3783.0,3485.0,1.0
-0.115,0.101,-0.302,0.082,0.002,0.001,4278.0,4085.0,1.0
0.101,0.096,-0.072,0.291,0.002,0.001,3746.0,3709.0,1.0
0.019,0.098,-0.174,0.195,0.001,0.001,4471.0,3634.0,1.0
0.03,0.099,-0.157,0.21,0.001,0.001,4527.0,3890.0,1.0
0.041,0.098,-0.135,0.234,0.002,0.001,4148.0,3670.0,1.0
0.203,0.101,0.019,0.398,0.002,0.001,3879.0,3946.0,1.0
-0.084,0.103,-0.285,0.102,0.002,0.001,4425.0,3796.0,1.0
0.159,0.096,-0.031,0.336,0.001,0.001,4531.0,3233.0,1.0
0.036,0.599,-1.108,1.147,0.009,0.01,4877.0,2710.0,1.0
-0.012,0.601,-1.167,1.043,0.009,0.01,4936.0,2730.0,1.0
0.268,0.598,-0.886,1.352,0.009,0.009,4780.0,2636.0,1.0
0.206,0.602,-0.934,1.32,0.009,0.009,4846.0,2746.0,1.0
-0.174,0.601,-1.25,0.989,0.009,0.009,4744.0,2853.0,1.0
-0.094,0.6,-1.237,1.0,0.009,0.01,4858.0,2873.0,1.0
0.146,0.598,-0.986,1.246,0.009,0.01,4862.0,2856.0,1.0
-0.209,0.603,-1.374,0.876,0.009,0.009,4907.0,2608.0,1.0
-0.027,0.599,-1.212,1.015,0.009,0.01,4798.0,2637.0,1.0
-0.031,0.6,-1.202,1.034,0.009,0.01,4861.0,2819.0,1.0
0.28,0.6,-0.876,1.373,0.009,0.009,4913.0,2720.0,1.0
0.159,0.6,-1.005,1.254,0.009,0.01,4826.0,2724.0,1.0
0.067,0.6,-1.12,1.123,0.009,0.01,4796.0,2664.0,1.0
-0.038,0.601,-1.242,0.992,0.009,0.01,4837.0,2859.0,1.0
-0.079,0.602,-1.245,1.013,0.009,0.01,4829.0,2929.0,1.0
0.04,0.599,-1.097,1.164,0.009,0.01,4771.0,2876.0,1.0
-0.024,0.598,-1.133,1.107,0.009,0.01,4735.0,2830.0,1.0
0.007,0.6,-1.102,1.142,0.009,0.01,4770.0,2812.0,1.0
-0.093,0.603,-1.221,1.018,0.009,0.01,4867.0,2947.0,1.0
-0.119,0.597,-1.221,0.998,0.009,0.01,4795.0,2770.0,1.0
0.114,0.599,-0.998,1.221,0.009,0.01,4712.0,3009.0,1.0
-0.245,0.6,-1.358,0.875,0.009,0.009,4829.0,2795.0,1.0
0.016,0.6,-1.185,1.063,0.009,0.01,4821.0,2708.0,1.0
-0.296,0.606,-1.42,0.803,0.009,0.009,4777.0,2970.0,1.0
-0.104,0.598,-1.277,0.941,0.009,0.01,4838.0,2890.0,1.0
0.112,0.599,-1.052,1.177,0.009,0.01,4811.0,2679.0,1.0
0.029,0.603,-1.096,1.156,0.009,0.01,4891.0,2846.0,1.0
0.04,0.6,-1.108,1.127,0.009,0.01,4857.0,2713.0,1.0
0.051,0.597,-1.087,1.141,0.009,0.01,4846.0,2791.0,1.0
0.213,0.6,-0.908,1.318,0.009,0.009,4851.0,2944.0,1.0
-0.074,0.6,-1.248,0.973,0.009,0.01,4864.0,2717.0,1.0
0.17,0.6,-0.957,1.268,0.009,0.01,4922.0,2651.0,1.0
0.03,0.671,-1.223,1.303,0.01,0.01,4099.0,3067.0,1.0
0.003,0.667,-1.266,1.25,0.01,0.01,4193.0,2914.0,1.0
0.154,0.684,-1.184,1.369,0.012,0.011,3531.0,3037.0,1.0
0.126,0.677,-1.177,1.386,0.011,0.01,3918.0,2900.0,1.0
-0.093,0.675,-1.308,1.2,0.011,0.011,3854.0,2938.0,1.0
