mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
-0.064,0.911,-1.769,1.614,0.013,0.015,4794.0,2999.0,1.0
0.199,0.923,-1.467,2.007,0.014,0.014,4593.0,3346.0,1.0
0.226,0.936,-1.579,1.949,0.015,0.014,4158.0,2673.0,1.0
0.381,0.927,-1.51,1.977,0.013,0.013,4842.0,3155.0,1.0
-0.074,0.937,-1.832,1.65,0.014,0.015,4513.0,2985.0,1.0
0.286,0.929,-1.437,2.072,0.014,0.013,4638.0,2829.0,1.0
0.331,0.23,0.0,0.742,0.004,0.003,3322.0,2550.0,1.0
0.318,0.219,0.0,0.705,0.004,0.003,2877.0,2458.0,1.0
0.306,0.227,0.0,0.732,0.004,0.003,2699.0,2380.0,1.0
0.319,0.221,0.001,0.721,0.004,0.003,2586.0,2239.0,1.0
0.356,0.236,0.001,0.762,0.005,0.003,2417.0,2173.0,1.0
0.335,0.225,0.0,0.738,0.004,0.003,2856.0,2166.0,1.0
0.323,0.229,0.001,0.74,0.004,0.003,3074.0,2391.0,1.0
0.366,0.245,0.0,0.78,0.006,0.004,1713.0,2373.0,1.0
0.329,0.22,0.002,0.72,0.003,0.002,3846.0,2874.0,1.0
0.347,0.224,0.0,0.743,0.004,0.003,3048.0,2148.0,1.0
0.317,0.222,0.001,0.72,0.004,0.003,2893.0,2294.0,1.0
0.317,0.225,0.001,0.723,0.004,0.003,3091.0,2836.0,1.0
0.322,0.219,0.0,0.714,0.004,0.003,3029.0,2345.0,1.0
0.328,0.222,0.0,0.725,0.004,0.003,3074.0,2381.0,1.0
0.347,0.227,0.0,0.741,0.004,0.003,2727.0,2201.0,1.0
0.324,0.223,0.0,0.725,0.004,0.003,3027.0,2611.0,1.0
0.352,0.225,0.0,0.742,0.004,0.003,2598.0,1916.0,1.0
0.335,0.225,0.0,0.734,0.004,0.003,3071.0,2368.0,1.0
0.345,0.227,0.0,0.747,0.004,0.003,3177.0,2212.0,1.0
0.381,0.279,0.0,0.849,0.009,0.007,946.0,2295.0,1.0
0.304,0.224,0.0,0.71,0.004,0.003,2467.0,1967.0,1.0
0.378,0.256,0.0,0.809,0.007,0.005,1418.0,2513.0,1.0
0.323,0.222,0.0,0.715,0.004,0.003,2571.0,2043.0,1.0
0.362,0.237,0.0,0.769,0.005,0.004,1870.0,2357.0,1.0
0.343,0.226,0.0,0.744,0.004,0.003,3363.0,2270.0,1.0
0.337,0.22,0.0,0.72,0.004,0.003,3434.0,2437.0,1.0
0.337,0.222,0.001,0.731,0.003,0.003,3693.0,2570.0,1.0
0.314,0.222,0.0,0.72,0.004,0.003,2880.0,2775.0,1.0
0.314,0.224,0.0,0.722,0.004,0.003,2982.0,2658.0,1.0
0.301,0.231,0.0,0.725,0.005,0.003,2326.0,2551.0,1.0
0.341,0.225,0.0,0.731,0.004,0.003,3165.0,2137.0,1.0
0.306,0.229,0.0,0.725,0.004,0.003,2882.0,3181.0,1.0
0.329,0.227,0.001,0.74,0.004,0.003,2620.0,1772.0,1.0
0.329,0.224,0.0,0.733,0.004,0.003,2855.0,2393.0,1.0
0.338,0.234,0.001,0.755,0.004,0.003,2583.0,2541.0,1.0
0.33,0.227,0.0,0.734,0.004,0.003,2744.0,2258.0,1.0
0.338,0.237,0.0,0.755,0.005,0.004,2084.0,2329.0,1.0
0.335,0.224,0.001,0.737,0.004,0.003,3041.0,2217.0,1.0
0.332,0.228,0.0,0.74,0.004,0.003,2853.0,2376.0,1.0
0.337,0.244,0.0,0.764,0.006,0.004,2028.0,2652.0,1.0
0.33,0.226,0.0,0.728,0.004,0.003,3283.0,2091.0,1.0
0.329,0.224,0.0,0.732,0.004,0.003,3126.0,2148.0,1.0
0.33,0.233,0.0,0.751,0.004,0.003,2853.0,2488.0,1.0
0.33,0.229,0.0,0.736,0.004,0.003,2925.0,2545.0,1.0
0.329,0.22,0.0,0.722,0.004,0.003,2967.0,2466.0,1.0
0.332,0.224,0.0,0.725,0.004,0.003,2695.0,2471.0,1.0
0.334,0.226,0.001,0.734,0.004,0.003,3033.0,2128.0,1.0
0.33,0.224,0.0,0.73,0.004,0.003,3319.0,2262.0,1.0
0.328,0.223,0.0,0.722,0.004,0.003,2763.0,2385.0,1.0
0.336,0.226,0.001,0.725,0.004,0.003,3146.0,2249.0,1.0
0.339,0.223,0.0,0.736,0.004,0.003,3188.0,2226.0,1.0
0.342,0.275,0.0,0.838,0.009,0.007,970.0,2434.0,1.0
0.334,0.236,0.0,0.76,0.005,0.003,2302.0,1983.0,1.0
0.334,0.25,0.0,0.784,0.007,0.005,1425.0,2577.0,1.0
0.331,0.225,0.0,0.734,0.004,0.003,2784.0,2139.0,1.0
0.34,0.236,0.0,0.764,0.005,0.004,1808.0,1724.0,1.0
0.334,0.225,0.0,0.736,0.004,0.003,3358.0,2205.0,1.0
0.334,0.222,0.0,0.72,0.003,0.002,3573.0,2358.0,1.0
0.335,0.223,0.0,0.717,0.004,0.003,3296.0,2368.0,1.0
0.332,0.231,0.001,0.748,0.004,0.003,2734.0,2721.0,1.0
0.329,0.23,0.0,0.745,0.004,0.003,2794.0,2149.0,1.0
0.336,0.237,0.0,0.762,0.005,0.004,1979.0,1575.0,1.0
0.331,0.228,0.0,0.736,0.004,0.003,3149.0,1879.0,1.0
0.333,0.235,0.0,0.758,0.005,0.003,2661.0,3123.0,1.0
0.339,0.225,0.001,0.734,0.004,0.003,2931.0,2128.0,1.0
0.353,0.226,0.0,0.744,0.004,0.003,2840.0,2311.0,1.0
0.356,0.239,0.0,0.772,0.005,0.003,2572.0,2164.0,1.0
0.351,0.231,0.0,0.754,0.004,0.003,2690.0,2141.0,1.0
0.306,0.226,0.0,0.715,0.004,0.003,2463.0,2120.0,1.0
0.33,0.224,0.0,0.727,0.004,0.003,3266.0,2071.0,1.0
0.345,0.23,0.0,0.744,0.004,0.003,3172.0,1862.0,1.0
0.297,0.226,0.0,0.717,0.005,0.004,1972.0,2256.0,1.0
0.341,0.224,0.0,0.739,0.004,0.003,3234.0,2101.0,1.0
0.324,0.222,0.0,0.722,0.004,0.003,2850.0,2220.0,1.0
0.353,0.233,0.0,0.751,0.004,0.003,2490.0,2162.0,1.0
0.353,0.233,0.0,0.753,0.004,0.003,2825.0,2262.0,1.0
0.349,0.224,0.0,0.734,0.004,0.003,3338.0,2596.0,1.0
0.341,0.227,0.001,0.742,0.004,0.003,3164.0,2519.0,1.0
0.319,0.223,0.0,0.715,0.004,0.003,2758.0,2520.0,1.0
0.346,0.227,0.0,0.746,0.004,0.003,3559.0,2470.0,1.0
0.319,0.215,0.001,0.7,0.004,0.003,2970.0,2697.0,1.0
0.329,0.226,0.001,0.736,0.004,0.003,3536.0,2629.0,1.0
0.316,0.218,0.0,0.704,0.004,0.003,2931.0,2491.0,1.0
0.277,0.248,0.0,0.776,0.007,0.005,1517.0,2405.0,1.0
0.362,0.247,0.0,0.783,0.005,0.004,2065.0,2639.0,1.0
0.288,0.235,0.0,0.735,0.006,0.004,1452.0,2511.0,1.0
0.346,0.225,0.0,0.739,0.004,0.003,2749.0,2319.0,1.0
0.297,0.225,0.0,0.723,0.005,0.003,2300.0,2135.0,1.0
0.323,0.225,0.0,0.718,0.004,0.003,3180.0,2095.0,1.0
0.329,0.218,0.0,0.707,0.004,0.003,3181.0,2226.0,1.0
0.328,0.223,0.001,0.727,0.004,0.003,3378.0,2754.0,1.0
0.355,0.235,0.0,0.756,0.004,0.003,2730.0,1850.0,1.0
0.357,0.237,0.001,0.772,0.004,0.003,2636.0,2421.0,1.0
0.362,0.244,0.0,0.775,0.005,0.003,2385.0,2543.0,1.0
0.327,0.224,0.0,0.73,0.004,0.003,3300.0,2460.0,1.0
0.361,0.24,0.0,0.772,0.004,0.003,3025.0,3134.0,1.0
0.031,0.03,0.0,0.087,0.0,0.0,4151.0,2370.0,1.0
0.03,0.029,0.0,0.084,0.0,0.0,3446.0,2091.0,1.0
0.029,0.029,0.0,0.081,0.0,0.0,3456.0,2444.0,1.0
0.03,0.028,0.0,0.081,0.0,0.0,3124.0,2154.0,1.0
0.034,0.031,0.0,0.089,0.001,0.0,3017.0,2236.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,3101.0,2006.0,1.0
0.03,0.029,0.0,0.081,0.0,0.0,3497.0,2315.0,1.0
0.035,0.033,0.0,0.098,0.001,0.0,2186.0,2321.0,1.0
0.031,0.03,0.0,0.088,0.0,0.0,4533.0,2649.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,3309.0,1901.0,1.0
0.03,0.029,0.0,0.082,0.0,0.0,3427.0,2162.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,3812.0,2737.0,1.0
0.03,0.029,0.0,0.082,0.0,0.0,3534.0,2101.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3744.0,2254.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,3198.0,2321.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3642.0,2402.0,1.0
0.033,0.03,0.0,0.087,0.0,0.0,3209.0,1968.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3709.0,2229.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,3526.0,2005.0,1.0
0.036,0.037,0.0,0.105,0.001,0.001,1312.0,2155.0,1.0
0.028,0.028,0.0,0.079,0.0,0.0,2859.0,1855.0,1.0
0.036,0.035,0.0,0.099,0.001,0.0,2016.0,2129.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,3018.0,1858.0,1.0
0.034,0.031,0.0,0.089,0.001,0.0,2535.0,1949.0,1.0
0.032,0.031,0.0,0.088,0.0,0.0,3752.0,2154.0,1.0
0.032,0.03,0.0,0.088,0.0,0.0,3638.0,2187.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4479.0,2418.0,1.0
0.029,0.028,0.0,0.08,0.0,0.0,3549.0,2438.0,1.0
0.03,0.03,0.0,0.084,0.0,0.0,3679.0,2621.0,1.0
0.029,0.029,0.0,0.084,0.0,0.0,2963.0,2159.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,3799.0,2110.0,1.0
0.028,0.029,0.0,0.081,0.0,0.0,3082.0,2796.0,1.0
0.031,0.03,0.0,0.085,0.0,0.0,3203.0,1612.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,3593.0,2134.0,1.0
0.032,0.03,0.0,0.088,0.0,0.0,3394.0,2043.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,3032.0,2060.0,1.0
0.032,0.031,0.0,0.089,0.001,0.0,2698.0,2159.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,3629.0,2221.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,3337.0,2114.0,1.0
0.032,0.031,0.0,0.089,0.001,0.0,2623.0,2363.0,1.0
0.031,0.03,0.0,0.085,0.0,0.0,3742.0,1895.0,1.0
0.031,0.03,0.0,0.088,0.0,0.0,3865.0,1973.0,1.0
0.031,0.031,0.0,0.086,0.0,0.0,3413.0,2107.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,3282.0,2413.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3389.0,2010.0,1.0
0.032,0.031,0.0,0.09,0.0,0.0,3322.0,2172.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3023.0,2072.0,1.0
0.031,0.031,0.0,0.085,0.0,0.0,3904.0,2029.0,1.0
0.031,0.029,0.0,0.082,0.0,0.0,3307.0,2168.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,3823.0,2291.0,1.0
0.031,0.028,0.0,0.084,0.0,0.0,3870.0,1936.0,1.0
0.032,0.034,0.0,0.096,0.001,0.001,1337.0,2327.0,1.0
0.032,0.031,0.0,0.089,0.0,0.0,3032.0,2104.0,1.0
0.031,0.031,0.0,0.088,0.001,0.0,1862.0,2257.0,1.0
0.031,0.029,0.0,0.081,0.0,0.0,3561.0,1756.0,1.0
0.032,0.032,0.0,0.09,0.001,0.0,2118.0,1353.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,3603.0,1833.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,4283.0,2359.0,1.0
0.031,0.029,0.0,0.082,0.0,0.0,3636.0,2070.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3223.0,2212.0,1.0
0.031,0.03,0.0,0.084,0.0,0.0,2912.0,1982.0,1.0
0.032,0.032,0.0,0.09,0.001,0.0,2583.0,1726.0,1.0
0.031,0.031,0.0,0.091,0.0,0.0,3863.0,1896.0,1.0
0.031,0.031,0.0,0.087,0.001,0.0,3065.0,3085.0,1.0
0.032,0.031,0.0,0.087,0.0,0.0,3618.0,1930.0,1.0
0.032,0.029,0.0,0.084,0.0,0.0,3243.0,2112.0,1.0
0.034,0.032,0.0,0.092,0.0,0.0,3136.0,1965.0,1.0
0.033,0.031,0.0,0.089,0.0,0.0,3243.0,1974.0,1.0
0.029,0.028,0.0,0.08,0.0,0.0,2805.0,2113.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3615.0,2083.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,3692.0,2163.0,1.0
0.028,0.029,0.0,0.082,0.001,0.0,2456.0,2300.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,3395.0,1889.0,1.0
0.03,0.028,0.0,0.083,0.0,0.0,3022.0,1991.0,1.0
0.033,0.031,0.0,0.09,0.0,0.0,3308.0,2121.0,1.0
0.033,0.031,0.0,0.09,0.0,0.0,3463.0,2016.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,3771.0,2007.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,3535.0,2364.0,1.0
0.03,0.03,0.0,0.085,0.0,0.0,3294.0,1950.0,1.0
0.032,0.03,0.0,0.085,0.0,0.0,4164.0,2262.0,1.0
0.03,0.028,0.0,0.081,0.0,0.0,3407.0,2301.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,3993.0,2376.0,1.0
0.029,0.028,0.0,0.08,0.0,0.0,3423.0,2236.0,1.0
0.027,0.032,0.0,0.085,0.001,0.0,1942.0,2883.0,1.0
0.034,0.033,0.0,0.096,0.001,0.0,2648.0,2390.0,1.0
0.028,0.031,0.0,0.086,0.001,0.0,1854.0,2168.0,1.0
0.032,0.03,0.0,0.088,0.0,0.0,3218.0,1994.0,1.0
0.028,0.029,0.0,0.082,0.0,0.0,2912.0,2296.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,3667.0,2159.0,1.0
0.031,0.028,0.0,0.082,0.0,0.0,3345.0,1937.0,1.0
0.03,0.029,0.0,0.081,0.0,0.0,3806.0,2376.0,1.0
0.033,0.031,0.0,0.089,0.0,0.0,3246.0,1606.0,1.0
0.033,0.031,0.0,0.087,0.0,0.0,3666.0,2109.0,1.0
0.034,0.031,0.0,0.092,0.001,0.0,2830.0,2342.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,3817.0,2090.0,1.0
0.034,0.032,0.0,0.091,0.001,0.0,3303.0,3380.0,1.0
0.023,0.134,-0.233,0.272,0.002,0.002,4239.0,3331.0,1.0
0.089,0.128,-0.155,0.323,0.002,0.001,4722.0,3669.0,1.0
0.185,0.131,-0.054,0.432,0.002,0.001,4537.0,3602.0,1.0
0.127,0.129,-0.132,0.361,0.002,0.002,3679.0,3538.0,1.0
-0.204,0.149,-0.489,0.067,0.002,0.002,4106.0,3372.0,1.0
-0.026,0.137,-0.285,0.226,0.002,0.002,4191.0,3356.0,1.0
0.114,0.13,-0.133,0.355,0.002,0.001,4059.0,3865.0,1.0
-0.308,0.154,-0.61,-0.037,0.002,0.002,3809.0,3751.0,1.0
0.022,0.135,-0.244,0.266,0.002,0.002,4279.0,3769.0,1.0
-0.028,0.125,-0.244,0.224,0.002,0.001,4483.0,3823.0,1.0
0.155,0.137,-0.091,0.427,0.002,0.002,4520.0,3504.0,1.0
0.179,0.13,-0.072,0.423,0.002,0.002,4304.0,3588.0,1.0
0.065,0.132,-0.178,0.314,0.002,0.002,4635.0,4031.0,1.0
0.063,0.131,-0.182,0.307,0.002,0.002,4694.0,4016.0,1.0
-0.108,0.143,-0.37,0.161,0.002,0.002,4533.0,3664.0,1.0
0.064,0.14,-0.2,0.327,0.002,0.002,4756.0,3592.0,1.0
-0.101,0.148,-0.379,0.176,0.002,0.002,4330.0,3600.0,1.0
-0.041,0.145,-0.322,0.212,0.002,0.002,4360.0,3433.0,1.0
-0.082,0.136,-0.338,0.167,0.002,0.002,4514.0,3885.0,1.0
-0.51,0.194,-0.877,-0.154,0.003,0.002,3914.0,3879.0,1.0
0.232,0.14,-0.019,0.504,0.002,0.002,4120.0,3880.0,1.0
-0.37,0.161,-0.668,-0.074,0.003,0.002,4099.0,3686.0,1.0
0.078,0.119,-0.149,0.296,0.002,0.001,4193.0,3698.0,1.0
-0.256,0.154,-0.557,0.016,0.002,0.002,4073.0,3705.0,1.0
-0.051,0.135,-0.309,0.191,0.002,0.002,4761.0,3738.0,1.0
-0.025,0.142,-0.293,0.238,0.002,0.002,4517.0,3871.0,1.0
-0.025,0.132,-0.282,0.212,0.002,0.002,4135.0,3754.0,1.0
0.146,0.131,-0.109,0.39,0.002,0.001,4561.0,3821.0,1.0
0.168,0.132,-0.064,0.428,0.002,0.001,4333.0,3722.0,1.0
0.253,0.132,0.027,0.517,0.002,0.001,4323.0,3670.0,1.0
-0.032,0.147,-0.318,0.237,0.002,0.002,4354.0,3435.0,1.0
0.206,0.13,-0.041,0.449,0.002,0.001,4103.0,3308.0,1.0
0.022,0.593,-1.075,1.127,0.011,0.01,3076.0,2600.0,1.0
0.088,0.594,-0.987,1.173,0.011,0.01,3027.0,2747.0,1.0
0.184,0.595,-0.947,1.241,0.011,0.009,3050.0,2700.0,1.0
0.126,0.592,-0.904,1.281,0.011,0.01,2990.0,2711.0,1.0
-0.205,0.597,-1.303,0.896,0.011,0.01,3088.0,2736.0,1.0
-0.027,0.594,-1.119,1.062,0.011,0.01,2994.0,2732.0,1.0
0.113,0.592,-0.966,1.202,0.011,0.01,3080.0,2710.0,1.0
-0.309,0.596,-1.409,0.771,0.011,0.009,3066.0,2943.0,1.0
0.02,0.59,-1.137,1.052,0.011,0.01,3069.0,2580.0,1.0
-0.029,0.592,-1.111,1.076,0.011,0.01,3022.0,2655.0,1.0
0.153,0.596,-0.994,1.178,0.011,0.01,3068.0,2743.0,1.0
0.178,0.592,-0.948,1.226,0.011,0.009,3091.0,2790.0,1.0
0.063,0.591,-1.018,1.163,0.011,0.01,3027.0,2656.0,1.0
0.062,0.59,-1.024,1.149,0.011,0.01,3032.0,2464.0,1.0
-0.109,0.595,-1.257,0.953,0.011,0.01,3058.0,2786.0,1.0
0.062,0.598,-0.968,1.218,0.011,0.01,3086.0,2722.0,1.0
-0.102,0.596,-1.167,1.047,0.011,0.01,3105.0,2790.0,1.0
-0.042,0.596,-1.132,1.054,0.011,0.01,3005.0,2618.0,1.0
-0.083,0.595,-1.127,1.085,0.011,0.01,3089.0,2612.0,1.0
-0.511,0.609,-1.662,0.599,0.011,0.009,3087.0,2730.0,1.0
0.231,0.593,-0.84,1.357,0.011,0.009,3070.0,2398.0,1.0
-0.372,0.596,-1.457,0.724,0.011,0.009,3029.0,2575.0,1.0
0.077,0.589,-1.019,1.173,0.011,0.01,3051.0,2607.0,1.0
-0.257,0.598,-1.389,0.83,0.011,0.009,3075.0,2557.0,1.0
-0.052,0.598,-1.187,1.005,0.011,0.01,3038.0,2656.0,1.0
-0.026,0.599,-1.091,1.127,0.011,0.01,2994.0,2558.0,1.0
-0.027,0.591,-1.081,1.105,0.011,0.01,3074.0,2633.0,1.0
0.145,0.598,-0.993,1.214,0.011,0.01,3043.0,2705.0,1.0
0.167,0.595,-0.938,1.254,0.011,0.01,3064.0,2616.0,1.0
0.252,0.594,-0.819,1.36,0.011,0.009,3169.0,2636.0,1.0
-0.033,0.598,-1.184,1.033,0.011,0.01,3050.0,2686.0,1.0
0.205,0.593,-0.963,1.245,0.011,0.009,3072.0,2699.0,1.0
-0.001,0.698,-1.337,1.299,0.013,0.011,2851.0,2721.0,1.0
0.042,0.695,-1.215,1.36,0.013,0.011,2707.0,2364.0,1.0
0.114,0.698,-1.191,1.392,0.013,0.011,2903.0,2709.0,1.0
0.064,0.703,-1.254,1.33,0.013,0.012,2797.0,2644.0,1.0
-0.116,0.711,-1.412,1.243,0.015,0.011,2323.0,2677.0,1.0
