mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
-0.365,0.931,-1.959,1.597,0.012,0.015,6642.0,2937.0,1.0
0.339,0.903,-1.312,2.096,0.011,0.013,6493.0,3523.0,1.0
-0.498,0.986,-2.318,1.401,0.014,0.014,5143.0,3141.0,1.0
-0.112,0.887,-1.682,1.634,0.011,0.014,6774.0,3313.0,1.0
0.109,0.906,-1.636,1.783,0.01,0.015,8041.0,3111.0,1.0
0.55,1.006,-1.494,2.221,0.017,0.015,3632.0,3072.0,1.0
0.345,0.913,-1.375,2.055,0.012,0.013,6134.0,3329.0,1.0
-0.061,0.906,-1.861,1.551,0.01,0.016,8438.0,3219.0,1.0
-0.022,0.909,-1.704,1.708,0.01,0.015,7503.0,3050.0,1.0
-0.277,0.945,-2.061,1.446,0.011,0.015,7532.0,3212.0,1.0
0.102,0.909,-1.663,1.733,0.011,0.015,6485.0,2920.0,1.0
0.026,0.889,-1.606,1.743,0.011,0.014,6835.0,3536.0,1.0
-0.062,0.905,-1.813,1.59,0.011,0.015,6399.0,3040.0,1.0
-0.237,0.919,-1.983,1.493,0.011,0.015,6956.0,3037.0,1.0
-0.17,0.926,-1.84,1.67,0.011,0.015,7267.0,2995.0,1.0
0.264,0.895,-1.435,1.887,0.011,0.013,6491.0,3423.0,1.0
-0.45,0.962,-2.251,1.394,0.013,0.014,5307.0,3019.0,1.0
-0.252,0.929,-2.025,1.498,0.012,0.014,6295.0,3275.0,1.0
-0.495,0.99,-2.237,1.454,0.014,0.014,5074.0,3332.0,1.0
-0.228,0.916,-1.945,1.499,0.012,0.016,6372.0,2864.0,1.0
0.265,0.907,-1.508,1.921,0.011,0.015,7359.0,3296.0,1.0
-0.0,0.934,-1.785,1.674,0.01,0.017,8009.0,2827.0,1.0
-0.007,0.884,-1.559,1.736,0.011,0.014,6949.0,3333.0,1.0
0.042,0.903,-1.776,1.664,0.011,0.014,6995.0,3244.0,1.0
0.413,0.945,-1.483,2.107,0.012,0.014,6128.0,3533.0,1.0
-0.247,0.89,-1.9,1.456,0.01,0.013,7236.0,3361.0,1.0
0.358,0.923,-1.473,2.02,0.012,0.015,6385.0,2791.0,1.0
-0.045,0.884,-1.648,1.706,0.011,0.015,7094.0,2959.0,1.0
-0.029,0.905,-1.714,1.707,0.01,0.015,7487.0,2852.0,1.0
0.467,0.945,-1.329,2.25,0.014,0.014,4884.0,2897.0,1.0
0.511,0.954,-1.298,2.298,0.014,0.014,4536.0,2811.0,1.0
-0.278,0.941,-2.029,1.557,0.011,0.015,7421.0,3376.0,1.0
-0.353,0.939,-2.156,1.357,0.011,0.014,6751.0,3288.0,1.0
0.325,0.911,-1.393,2.024,0.012,0.013,5760.0,3104.0,1.0
-0.495,0.991,-2.309,1.333,0.014,0.014,5396.0,3561.0,1.0
-0.128,0.916,-1.764,1.713,0.01,0.016,8210.0,3224.0,1.0
0.074,0.89,-1.587,1.774,0.01,0.015,7937.0,3151.0,1.0
0.561,0.952,-1.319,2.233,0.016,0.013,3568.0,2870.0,1.0
0.323,0.901,-1.403,1.974,0.012,0.014,6016.0,2823.0,1.0
-0.082,0.894,-1.722,1.571,0.01,0.015,7504.0,3018.0,1.0
-0.019,0.921,-1.659,1.759,0.011,0.016,6625.0,3021.0,1.0
-0.288,0.953,-1.972,1.551,0.011,0.016,7077.0,2886.0,1.0
0.103,0.905,-1.608,1.795,0.011,0.016,7111.0,3173.0,1.0
-0.002,0.888,-1.73,1.599,0.011,0.014,6976.0,3309.0,1.0
-0.043,0.9,-1.733,1.649,0.011,0.016,6992.0,2983.0,1.0
-0.283,0.953,-1.959,1.641,0.012,0.015,6126.0,2740.0,1.0
-0.194,0.936,-1.876,1.637,0.01,0.016,8516.0,2981.0,1.0
0.257,0.939,-1.6,1.966,0.012,0.015,6452.0,3074.0,1.0
-0.404,0.955,-2.127,1.46,0.012,0.014,6142.0,3063.0,1.0
-0.259,0.924,-1.907,1.54,0.011,0.015,7149.0,2966.0,1.0
-0.456,0.977,-2.304,1.347,0.014,0.015,5085.0,2989.0,1.0
-0.229,0.934,-2.039,1.477,0.012,0.015,6532.0,3309.0,1.0
0.258,0.891,-1.47,1.878,0.011,0.013,6310.0,3170.0,1.0
-0.034,0.89,-1.805,1.611,0.01,0.014,7418.0,3132.0,1.0
-0.028,0.918,-1.721,1.734,0.011,0.015,7387.0,3256.0,1.0
0.052,0.894,-1.683,1.664,0.011,0.015,6478.0,3260.0,1.0
0.421,0.932,-1.378,2.137,0.012,0.013,6294.0,3365.0,1.0
-0.245,0.918,-1.935,1.567,0.011,0.015,7615.0,3221.0,1.0
0.355,0.907,-1.373,2.059,0.011,0.013,6740.0,3554.0,1.0
0.334,0.225,0.0,0.731,0.003,0.002,4171.0,2623.0,1.0
0.332,0.218,0.0,0.71,0.003,0.002,4027.0,2754.0,1.0
0.294,0.227,0.0,0.72,0.005,0.004,2143.0,2691.0,1.0
0.29,0.233,0.0,0.727,0.006,0.004,2115.0,2400.0,1.0
0.361,0.236,0.0,0.764,0.004,0.003,3354.0,2872.0,1.0
0.355,0.238,0.001,0.766,0.004,0.003,2849.0,3365.0,1.0
0.301,0.22,0.001,0.705,0.004,0.003,2701.0,2289.0,1.0
0.371,0.26,0.0,0.816,0.006,0.004,1972.0,2717.0,1.0
0.343,0.224,0.0,0.741,0.004,0.003,3813.0,2832.0,1.0
0.329,0.217,0.001,0.705,0.003,0.002,4692.0,2934.0,1.0
0.287,0.238,0.0,0.744,0.006,0.004,1617.0,2390.0,1.0
0.305,0.225,0.0,0.708,0.005,0.003,2202.0,2643.0,1.0
0.336,0.223,0.0,0.724,0.003,0.002,4471.0,2546.0,1.0
0.334,0.22,0.0,0.716,0.003,0.002,4710.0,2985.0,1.0
0.36,0.234,0.0,0.757,0.004,0.003,3167.0,2725.0,1.0
0.321,0.216,0.0,0.709,0.003,0.002,3917.0,2037.0,1.0
0.334,0.221,0.001,0.723,0.003,0.002,4225.0,2790.0,1.0
0.343,0.221,0.001,0.733,0.003,0.002,4084.0,3045.0,1.0
0.355,0.235,0.0,0.762,0.004,0.003,3314.0,2673.0,1.0
0.352,0.229,0.002,0.747,0.004,0.003,3176.0,1990.0,1.0
0.315,0.222,0.002,0.714,0.004,0.003,3205.0,3032.0,1.0
0.365,0.244,0.0,0.787,0.005,0.003,2459.0,3048.0,1.0
0.354,0.231,0.0,0.764,0.004,0.003,2718.0,2641.0,1.0
0.37,0.251,0.0,0.797,0.006,0.004,2015.0,2818.0,1.0
0.353,0.229,0.0,0.754,0.004,0.003,3129.0,2766.0,1.0
0.307,0.223,0.001,0.705,0.004,0.003,2926.0,2795.0,1.0
0.336,0.221,0.0,0.723,0.003,0.002,4166.0,2405.0,1.0
0.337,0.221,0.001,0.73,0.003,0.002,4763.0,2503.0,1.0
0.334,0.221,0.001,0.726,0.003,0.002,5093.0,2594.0,1.0
0.294,0.227,0.0,0.719,0.005,0.003,2369.0,2816.0,1.0
0.355,0.23,0.0,0.751,0.004,0.003,3185.0,2544.0,1.0
0.304,0.224,0.0,0.708,0.004,0.003,2996.0,3234.0,1.0
0.331,0.219,0.0,0.717,0.003,0.002,4819.0,3015.0,1.0
0.334,0.221,0.0,0.732,0.004,0.002,3292.0,2221.0,1.0
0.343,0.244,0.0,0.767,0.006,0.004,1823.0,2872.0,1.0
0.345,0.247,0.0,0.778,0.006,0.004,1737.0,2771.0,1.0
0.326,0.227,0.0,0.723,0.004,0.003,2894.0,2900.0,1.0
0.332,0.235,0.001,0.755,0.004,0.003,2798.0,2840.0,1.0
0.347,0.229,0.0,0.747,0.005,0.003,2275.0,2513.0,1.0
0.326,0.248,0.0,0.78,0.005,0.004,2290.0,2715.0,1.0
0.33,0.225,0.0,0.729,0.004,0.003,3634.0,2418.0,1.0
0.335,0.22,0.0,0.719,0.004,0.003,3462.0,2319.0,1.0
0.349,0.256,0.0,0.796,0.007,0.005,1405.0,2501.0,1.0
0.343,0.233,0.001,0.751,0.005,0.004,2242.0,2770.0,1.0
0.333,0.222,0.0,0.714,0.003,0.002,3694.0,2624.0,1.0
0.334,0.218,0.0,0.72,0.003,0.002,4256.0,2796.0,1.0
0.32,0.223,0.0,0.723,0.004,0.003,2736.0,2673.0,1.0
0.337,0.218,0.0,0.718,0.003,0.002,4093.0,2737.0,1.0
0.335,0.22,0.001,0.717,0.003,0.002,3816.0,2372.0,1.0
0.331,0.221,0.0,0.731,0.003,0.002,3630.0,2068.0,1.0
0.326,0.226,0.001,0.726,0.004,0.003,3104.0,2665.0,1.0
0.328,0.226,0.0,0.724,0.004,0.003,3351.0,2738.0,1.0
0.341,0.229,0.001,0.748,0.004,0.003,2736.0,2483.0,1.0
0.331,0.239,0.002,0.765,0.005,0.004,2153.0,2519.0,1.0
0.324,0.224,0.0,0.728,0.004,0.003,3065.0,2688.0,1.0
0.321,0.241,0.001,0.762,0.005,0.004,1946.0,2755.0,1.0
0.33,0.225,0.001,0.732,0.004,0.003,2889.0,2815.0,1.0
0.345,0.229,0.0,0.75,0.004,0.003,3376.0,2559.0,1.0
0.335,0.216,0.0,0.711,0.003,0.002,4459.0,3169.0,1.0
0.332,0.222,0.0,0.724,0.003,0.002,3765.0,2466.0,1.0
0.331,0.223,0.0,0.726,0.003,0.002,4501.0,2660.0,1.0
0.344,0.241,0.0,0.77,0.005,0.004,2358.0,2713.0,1.0
0.323,0.221,0.0,0.713,0.004,0.003,2814.0,2812.0,1.0
0.341,0.233,0.0,0.757,0.005,0.003,2631.0,3388.0,1.0
0.335,0.222,0.0,0.725,0.003,0.002,3962.0,2518.0,1.0
0.333,0.218,0.0,0.711,0.003,0.003,3847.0,2599.0,1.0
0.363,0.25,0.0,0.79,0.007,0.005,1506.0,2806.0,1.0
0.365,0.251,0.001,0.787,0.006,0.004,1848.0,2698.0,1.0
0.313,0.227,0.0,0.726,0.004,0.003,2743.0,2771.0,1.0
0.313,0.23,0.0,0.724,0.005,0.003,2478.0,2736.0,1.0
0.352,0.229,0.0,0.748,0.005,0.003,2225.0,2377.0,1.0
0.303,0.242,0.0,0.754,0.006,0.004,1877.0,2245.0,1.0
0.327,0.219,0.0,0.717,0.003,0.002,3643.0,2677.0,1.0
0.336,0.22,0.0,0.719,0.003,0.002,3224.0,1940.0,1.0
0.365,0.261,0.0,0.813,0.008,0.005,1187.0,2329.0,1.01
0.351,0.237,0.0,0.759,0.005,0.003,2448.0,2391.0,1.0
0.331,0.219,0.0,0.725,0.003,0.002,3961.0,2376.0,1.0
0.333,0.221,0.0,0.715,0.003,0.002,4281.0,2616.0,1.0
0.321,0.229,0.0,0.737,0.004,0.003,2991.0,2770.0,1.0
0.342,0.223,0.0,0.726,0.003,0.002,4110.0,2625.0,1.0
0.331,0.22,0.0,0.716,0.003,0.002,3917.0,2310.0,1.0
0.326,0.22,0.0,0.722,0.003,0.002,4175.0,2416.0,1.0
0.32,0.226,0.0,0.715,0.004,0.003,2832.0,2167.0,1.0
0.32,0.221,0.0,0.714,0.004,0.003,2859.0,2553.0,1.0
0.344,0.227,0.001,0.743,0.004,0.003,2724.0,2536.0,1.0
0.304,0.231,0.0,0.73,0.006,0.004,1868.0,2959.0,1.0
0.322,0.224,0.0,0.73,0.004,0.003,2598.0,2766.0,1.0
0.309,0.239,0.0,0.75,0.006,0.004,1741.0,2751.0,1.0
0.316,0.225,0.0,0.723,0.004,0.003,2477.0,2374.0,1.0
0.348,0.233,0.0,0.752,0.004,0.003,2507.0,2186.0,1.0
0.329,0.216,0.0,0.7,0.003,0.002,3985.0,2466.0,1.0
0.33,0.221,0.0,0.719,0.003,0.003,4042.0,2507.0,1.0
0.335,0.221,0.0,0.724,0.003,0.002,4747.0,3142.0,1.0
0.363,0.244,0.0,0.781,0.006,0.004,1673.0,2880.0,1.0
0.322,0.228,0.0,0.736,0.004,0.003,2682.0,2335.0,1.0
0.355,0.233,0.001,0.753,0.005,0.003,2306.0,3416.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,4975.0,2630.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,5044.0,2400.0,1.0
0.028,0.029,0.0,0.081,0.001,0.0,2937.0,2444.0,1.0
0.027,0.029,0.0,0.081,0.001,0.0,2794.0,2754.0,1.0
0.033,0.031,0.0,0.091,0.0,0.0,4678.0,2241.0,1.0
0.033,0.032,0.0,0.093,0.001,0.0,3754.0,3106.0,1.0
0.028,0.028,0.0,0.08,0.0,0.0,3740.0,2938.0,1.0
0.035,0.035,0.0,0.101,0.001,0.0,2708.0,2461.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,4431.0,2786.0,1.0
0.03,0.028,0.0,0.082,0.0,0.0,6047.0,2694.0,1.0
0.027,0.029,0.0,0.081,0.001,0.0,2093.0,2536.0,1.0
0.028,0.028,0.0,0.078,0.0,0.0,3031.0,2562.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5518.0,2299.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,5686.0,2692.0,1.0
0.034,0.032,0.0,0.093,0.0,0.0,3986.0,2697.0,1.0
0.03,0.029,0.0,0.084,0.0,0.0,4955.0,2291.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5756.0,2779.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,5270.0,2946.0,1.0
0.033,0.032,0.0,0.091,0.0,0.0,3887.0,2774.0,1.0
0.033,0.031,0.0,0.09,0.0,0.0,3701.0,1741.0,1.0
0.029,0.028,0.0,0.082,0.0,0.0,4229.0,2466.0,1.0
0.034,0.031,0.0,0.092,0.001,0.0,3242.0,2986.0,1.0
0.033,0.031,0.0,0.09,0.0,0.0,3697.0,2452.0,1.0
0.035,0.033,0.0,0.096,0.001,0.0,3005.0,2544.0,1.0
0.032,0.029,0.0,0.087,0.0,0.0,4798.0,2497.0,1.0
0.029,0.029,0.0,0.082,0.0,0.0,4140.0,2522.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,5546.0,2143.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5684.0,2509.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,6668.0,2586.0,1.0
0.028,0.03,0.0,0.084,0.001,0.0,2982.0,2375.0,1.0
0.033,0.031,0.0,0.087,0.0,0.0,3768.0,2309.0,1.0
0.029,0.028,0.0,0.081,0.001,0.0,3063.0,3143.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,6129.0,3037.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,4346.0,1906.0,1.0
0.032,0.032,0.0,0.093,0.001,0.0,2624.0,2671.0,1.0
0.032,0.032,0.0,0.092,0.001,0.0,2286.0,2601.0,1.0
0.031,0.029,0.0,0.087,0.0,0.0,3595.0,2483.0,1.0
0.031,0.031,0.0,0.087,0.0,0.0,3881.0,2968.0,1.0
0.032,0.031,0.0,0.087,0.0,0.0,3419.0,2283.0,1.0
0.031,0.032,0.0,0.091,0.001,0.0,2882.0,2729.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,4615.0,2220.0,1.0
0.032,0.03,0.0,0.088,0.0,0.0,4992.0,2286.0,1.0
0.033,0.033,0.0,0.091,0.001,0.0,1988.0,2342.0,1.0
0.032,0.03,0.0,0.087,0.001,0.0,3089.0,2699.0,1.0
0.031,0.03,0.0,0.084,0.0,0.0,4176.0,2107.0,1.0
0.031,0.028,0.0,0.082,0.0,0.0,5176.0,2678.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,3852.0,2768.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,5889.0,2665.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4704.0,2149.0,1.0
0.031,0.03,0.0,0.087,0.0,0.0,4332.0,1972.0,1.0
0.031,0.029,0.0,0.087,0.0,0.0,4615.0,2303.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4569.0,2628.0,1.0
0.031,0.03,0.0,0.087,0.0,0.0,3374.0,2346.0,1.0
0.031,0.031,0.0,0.088,0.001,0.0,2801.0,2441.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,3883.0,2395.0,1.0
0.03,0.031,0.0,0.087,0.001,0.0,2709.0,2721.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,3818.0,2314.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,4785.0,2415.0,1.0
0.031,0.028,0.0,0.081,0.0,0.0,5522.0,2699.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,5270.0,2228.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,5338.0,2532.0,1.0
0.032,0.031,0.0,0.09,0.001,0.0,3238.0,2451.0,1.0
0.03,0.029,0.0,0.084,0.0,0.0,3910.0,2438.0,1.0
0.032,0.03,0.0,0.086,0.001,0.0,3136.0,3490.0,1.0
0.031,0.028,0.0,0.082,0.0,0.0,5252.0,2534.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,5536.0,2271.0,1.0
0.034,0.033,0.0,0.093,0.001,0.0,2222.0,2247.0,1.0
0.034,0.033,0.0,0.094,0.001,0.0,2283.0,2573.0,1.0
0.03,0.03,0.0,0.086,0.0,0.0,3498.0,2451.0,1.0
0.029,0.029,0.0,0.085,0.0,0.0,3352.0,2674.0,1.0
0.033,0.03,0.0,0.086,0.001,0.0,2792.0,2259.0,1.0
0.028,0.03,0.0,0.084,0.001,0.0,2331.0,2211.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,5084.0,2503.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,3918.0,1954.0,1.0
0.035,0.035,0.0,0.1,0.001,0.001,1692.0,2198.0,1.0
0.033,0.031,0.0,0.09,0.0,0.0,3270.0,2113.0,1.0
0.031,0.029,0.0,0.082,0.0,0.0,4956.0,2265.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,4818.0,2461.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,4343.0,2722.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,5071.0,2546.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,4963.0,2397.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,4966.0,2387.0,1.0
0.03,0.029,0.0,0.085,0.0,0.0,4004.0,2028.0,1.0
0.03,0.029,0.0,0.083,0.0,0.0,4546.0,2333.0,1.0
0.033,0.032,0.0,0.092,0.0,0.0,3559.0,2294.0,1.0
0.029,0.03,0.0,0.083,0.0,0.0,3029.0,2649.0,1.0
0.03,0.028,0.0,0.083,0.0,0.0,3980.0,2450.0,1.0
0.029,0.03,0.0,0.087,0.001,0.0,2389.0,2042.0,1.0
0.03,0.03,0.0,0.085,0.0,0.0,3328.0,2623.0,1.0
0.033,0.032,0.0,0.089,0.001,0.0,3060.0,1904.0,1.0
0.031,0.028,0.0,0.082,0.0,0.0,4906.0,2257.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,5235.0,2327.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,5492.0,3064.0,1.0
0.034,0.031,0.0,0.09,0.001,0.0,2635.0,2602.0,1.0
0.03,0.029,0.0,0.081,0.0,0.0,3505.0,2304.0,1.0
0.033,0.031,0.0,0.091,0.001,0.0,2781.0,2795.0,1.0
-0.009,0.091,-0.177,0.16,0.001,0.001,4163.0,3503.0,1.0
-0.017,0.092,-0.188,0.16,0.001,0.001,3972.0,3829.0,1.0
0.276,0.088,0.111,0.444,0.001,0.001,4337.0,3377.0,1.0
0.299,0.091,0.133,0.469,0.001,0.001,4004.0,3760.0,1.0
-0.155,0.094,-0.328,0.022,0.001,0.001,4277.0,3596.0,1.0
-0.208,0.095,-0.379,-0.022,0.001,0.001,4010.0,3834.0,1.0
0.188,0.09,0.019,0.352,0.001,0.001,4082.0,3689.0,1.0
-0.3,0.098,-0.481,-0.121,0.002,0.001,4039.0,3553.0,1.0
-0.065,0.09,-0.223,0.112,0.001,0.001,4029.0,3812.0,1.0
0.051,0.091,-0.117,0.218,0.001,0.001,4424.0,3874.0,1.0
0.348,0.092,0.174,0.517,0.001,0.001,4149.0,3839.0,1.0
0.196,0.09,0.027,0.361,0.001,0.001,4226.0,3685.0,1.0
-0.03,0.092,-0.194,0.152,0.001,0.001,4622.0,3614.0,1.0
-0.015,0.09,-0.185,0.157,0.001,0.001,4353.0,3810.0,1.0
-0.168,0.095,-0.344,0.009,0.001,0.001,4384.0,3518.0,1.0
0.061,0.089,-0.111,0.219,0.001,0.001,4185.0,3720.0,1.0
0.01,0.091,-0.164,0.179,0.001,0.001,4308.0,3864.0,1.0
-0.021,0.092,-0.197,0.153,0.001,0.001,4051.0,3357.0,1.0
-0.15,0.095,-0.341,0.021,0.002,0.001,3818.0,3411.0,1.0
-0.113,0.092,-0.286,0.057,0.001,0.001,4148.0,3962.0,1.0
0.149,0.091,-0.013,0.326,0.001,0.001,4264.0,3549.0,1.0
-0.246,0.096,-0.422,-0.062,0.002,0.001,4102.0,3898.0,1.0
-0.137,0.094,-0.306,0.04,0.002,0.001,3555.0,3507.0,1.0
-0.284,0.099,-0.463,-0.091,0.002,0.001,4150.0,3482.0,1.0
-0.131,0.095,-0.307,0.048,0.001,0.001,4517.0,3840.0,1.0
0.155,0.089,-0.009,0.322,0.001,0.001,4313.0,3503.0,1.0
-0.009,0.088,-0.18,0.145,0.001,0.001,4303.0,3718.0,1.0
-0.004,0.092,-0.167,0.176,0.001,0.001,4086.0,3836.0,1.0
0.027,0.09,-0.14,0.198,0.001,0.001,4433.0,3613.0,1.0
0.243,0.092,0.075,0.42,0.001,0.001,3970.0,3851.0,1.0
-0.141,0.095,-0.32,0.032,0.001,0.001,4165.0,3523.0,1.0
0.197,0.09,0.02,0.365,0.001,0.001,4151.0,3858.0,1.0
-0.003,0.588,-1.096,1.1,0.01,0.009,3340.0,3245.0,1.0
-0.011,0.591,-1.165,1.042,0.01,0.009,3519.0,3268.0,1.0
0.282,0.587,-0.815,1.376,0.01,0.008,3329.0,3288.0,1.0
0.305,0.586,-0.825,1.368,0.01,0.008,3311.0,3257.0,1.0
-0.15,0.587,-1.24,0.929,0.01,0.008,3449.0,3230.0,1.0
-0.202,0.589,-1.298,0.879,0.01,0.008,3281.0,3320.0,1.0
0.194,0.588,-0.905,1.294,0.01,0.008,3396.0,3341.0,1.0
-0.294,0.588,-1.401,0.776,0.01,0.008,3258.0,3123.0,1.0
-0.059,0.587,-1.143,1.03,0.01,0.009,3394.0,3300.0,1.0
0.057,0.587,-1.065,1.144,0.01,0.009,3320.0,3330.0,1.0
0.354,0.588,-0.769,1.41,0.01,0.008,3334.0,3353.0,1.0
0.202,0.587,-0.938,1.247,0.01,0.008,3370.0,3327.0,1.0
-0.024,0.586,-1.119,1.06,0.01,0.009,3273.0,3190.0,1.0
-0.009,0.585,-1.109,1.076,0.01,0.009,3291.0,3162.0,1.0
-0.162,0.588,-1.222,0.991,0.01,0.009,3359.0,3404.0,1.0
0.067,0.59,-1.024,1.164,0.01,0.009,3254.0,3161.0,1.0
0.016,0.589,-1.104,1.092,0.01,0.009,3349.0,3290.0,1.0
-0.015,0.586,-1.096,1.072,0.01,0.009,3327.0,3180.0,1.0
-0.144,0.587,-1.233,0.932,0.01,0.008,3425.0,3267.0,1.0
-0.107,0.588,-1.158,1.014,0.01,0.009,3304.0,3273.0,1.0
0.155,0.588,-0.93,1.256,0.01,0.008,3278.0,3417.0,1.0
-0.241,0.586,-1.32,0.842,0.01,0.008,3356.0,3352.0,1.0
-0.131,0.588,-1.203,0.993,0.01,0.009,3252.0,3066.0,1.0
-0.278,0.586,-1.383,0.785,0.01,0.008,3334.0,3154.0,1.0
-0.125,0.589,-1.21,0.978,0.01,0.009,3367.0,3351.0,1.0
0.161,0.585,-0.936,1.248,0.01,0.008,3435.0,3272.0,1.0
-0.003,0.587,-1.054,1.121,0.01,0.008,3349.0,3375.0,1.0
0.001,0.589,-1.124,1.077,0.01,0.009,3451.0,3334.0,1.0
0.033,0.585,-1.085,1.092,0.01,0.008,3353.0,3296.0,1.0
0.249,0.586,-0.869,1.313,0.01,0.008,3380.0,3106.0,1.0
-0.135,0.588,-1.244,0.949,0.01,0.009,3377.0,3244.0,1.0
0.203,0.587,-0.878,1.292,0.01,0.008,3371.0,3331.0,1.0
0.029,0.679,-1.228,1.308,0.013,0.009,2628.0,2771.0,1.0
0.019,0.675,-1.24,1.307,0.013,0.009,2821.0,3110.0,1.0
0.177,0.693,-1.094,1.51,0.015,0.011,2156.0,2914.0,1.0
0.194,0.705,-1.184,1.484,0.015,0.01,2327.0,2832.0,1.0
